"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","EM3","2021-06-05","1","Bottom Water","0.4","0.024","1.3","65","4.5","2","3","0.011","0.029","0.011","7.5","1","34.2","2","0.56","1.8","23.3","0.06","N/A","N/A","N/A","5.2","<0.001","1.2"
"Eastern Buffer","EM3","2021-07-09","1","Surface Water","1.6","0.036","15","76","5.1","11","43","0.12","0.038","<0.002","7.6","3.6","29.9","2.9","<0.05","3.8","27.8","0.19","N/A","N/A","N/A","4","<0.001","1.6"
"Eastern Buffer","EM3","2021-07-09","1","Middle Water","0.3","0.035","3.9","62","4.2","23","41","0.055","0.021","0.004","7.3","2","33.5","2.9","0.6","2.1","24.8","0.11","N/A","N/A","N/A","3","<0.001","0.8"
"Eastern Buffer","EM3","2021-07-09","1","Bottom Water","<0.1","0.025","1.5","39","2.7","2","3","0.1","0.011","0.009","7.2","0.9","34.4","2.9","0.92","2.4","23.7","0.14","N/A","N/A","N/A","3.8","<0.001","0.6"
"Eastern Buffer","EM3","2021-08-13","1","Surface Water","0.8","0.043","11","72","5","56","120","0.063","0.011","0.003","7.3","1","33.1","2.4","0.42","4.9","24.7","0.12","N/A","N/A","N/A","3.8","<0.001","2.6"
"Eastern Buffer","EM3","2021-08-13","1","Middle Water","0.6","0.036","9.3","60","4.2","90","130","0.061","0.015","0.005","7.3","<0.2","34","2.4","0.48","6.3","23.3","0.11","N/A","N/A","N/A","3.9","<0.001","2"
"Eastern Buffer","EM3","2021-08-13","1","Bottom Water","0.3","0.028","2.1","51","3.6","13","30","0.058","0.012","0.009","7.3","1.3","34.4","2.4","0.68","4","22.4","0.1","N/A","N/A","N/A","5.4","<0.001","0.8"
"Eastern Buffer","EM3","2021-09-17","1","Surface Water","0.6","0.15","5.2","96","6.4","68","240","0.26","0.039","0.031","7.9","1.8","32.2","3.2","1.4","2.1","27","0.45","N/A","N/A","N/A","9.2","0.006","0.6"
"Eastern Buffer","EM3","2021-09-17","1","Middle Water","0.4","0.087","3.8","48","3.3","90","130","0.18","0.036","0.024","7.9","1.6","33.8","3.2","1.4","4","24.8","0.3","N/A","N/A","N/A","5.7","0.003","1.3"
"Eastern Buffer","EM3","2021-09-17","1","Bottom Water","1.2","0.14","4.5","37","2.6","32","100","0.18","0.038","0.029","7.9","2.1","34.3","3.2","1.4","2.2","23.2","0.36","N/A","N/A","N/A","6.8","0.004","0.7"
"Eastern Buffer","EM3","2021-10-07","1","Surface Water","0.3","0.031","0.9","90","5.7","1","6","0.01","0.004","0.007","8","1","33.1","1.8","0.57","4.6","29.1","0.05","N/A","N/A","N/A","7.4","0.002","1"
"Eastern Buffer","EM3","2021-10-07","1","Middle Water","0.3","0.031","1.2","87","5.5","<1","1","0.008","0.004","0.008","8","0.4","33.1","1.8","0.57","4.2","29.2","0.04","N/A","N/A","N/A","7.1","0.002","0.8"
"Eastern Buffer","EM3","2021-10-07","1","Bottom Water","0.8","0.048","1.3","88","5.6","5","72","0.009","0.004","0.007","8","0.6","33.1","1.8","0.58","7.1","29.2","0.06","N/A","N/A","N/A","8","0.002","1.2"
"Eastern Buffer","EM3","2021-11-12","1","Surface Water","0.7","0.054","5.6","81","5.6","35","73","0.098","0.033","0.028","7.6","0.6","33.1","2.4","0.5","3.4","24.8","0.19","0.2","0.33","0.07","19.3","<0.001","1.4"
"Eastern Buffer","EM3","2021-11-12","1","Middle Water","0.7","0.044","4.1","96","6.6","43","83","0.063","0.028","0.003","7.6","1.2","33.4","2.4","0.52","3.4","24.7","0.14","0.26","0.35","0.08","5.7","<0.001","0.8"
"Eastern Buffer","EM3","2021-11-12","1","Bottom Water","0.8","0.044","2.6","96","6.6","63","120","0.054","0.027","<0.002","7.6","1.6","33.4","2.4","0.51","2.7","24.7","0.13","0.23","0.31","0.06","5.9","<0.001","0.6"
"Eastern Buffer","EM3","2021-12-11","1","Surface Water","0.6","0.019","2","84","6.1","10","12","0.043","0.031","0.01","7.7","<0.2","33.8","1.8","0.83","4","21.3","0.09","0.72","0.79","0.04","8.5","<0.001","0.7"
"Eastern Buffer","EM3","2021-12-11","1","Middle Water","0.2","0.019","1","92","6.7","7","8","0.044","0.032","0.011","7.7","0.7","33.8","1.8","0.75","3.8","21.1","0.1","0.12","0.2","0.07","95.6","<0.001","0.5"
"Eastern Buffer","EM3","2021-12-11","1","Bottom Water","0.6","0.017","1.3","93","6.8","15","27","0.038","0.03","0.011","7.7","0.2","33.8","1.8","0.74","4.4","21","0.09","0.46","0.53","0.03","7.5","<0.001","0.7"
"Eastern Buffer","ET1","2021-03-10","1","Surface Water","0.3","0.091","1.1","68","5.1","90","490","0.046","0.003","0.015","7.7","<0.2","32.5","2.8","0.79","9.8","19.8","0.14","0.22","0.27","0.03","5","0.002","1.3"
"Eastern Buffer","ET1","2021-03-10","1","Middle Water","0.2","0.09","0.6","67","5.1","100","380","0.041","0.004","0.012","7.7","0.5","32.5","2.8","0.8","8.8","19.8","0.14","0.24","0.29","0.04","3.2","0.002","1.6"
"Eastern Buffer","ET1","2021-03-10","1","Bottom Water","0.1","0.085","1.1","65","4.9","110","560","0.037","0.005","0.013","7.8","<0.2","32.7","2.8","0.79","8.5","19.9","0.13","0.16","0.2","0.05","3.3","0.001","2.1"
"Eastern Buffer","ET1","2021-05-10","1","Surface Water","1.8","0.089","17","73","4.9","390","6200","0.042","0.013","0.003","7.6","0.5","32","2.9","0.9","18","26.8","0.14","N/A","N/A","N/A","4.9","0.002","5.8"
"Eastern Buffer","ET1","2021-05-10","1","Middle Water","1.8","0.06","12","78","5.3","110","370","0.023","0.009","0.007","7.6","<0.2","32.6","2.9","0.54","20","26.3","0.09","N/A","N/A","N/A","3.5","0.001","5.2"
"Eastern Buffer","ET1","2021-05-10","1","Bottom Water","1.7","0.07","24","81","5.5","90","750","0.037","0.01","0.005","7.6","1.8","32.8","2.9","0.6","19","26.1","0.12","N/A","N/A","N/A","3.8","0.001","5"
"Eastern Buffer","ET1","2021-06-05","1","Surface Water","2","0.096","18","76","5.1","51","590","0.057","0.023","0.003","7.6","4.8","31.3","1.7","0.27","10","26.1","0.18","N/A","N/A","N/A","3.2","0.002","2.4"
"Eastern Buffer","ET1","2021-06-05","1","Middle Water","1.3","0.067","13","85","5.8","100","250","0.06","0.029","0.007","7.5","4.8","32.7","1.7","0.38","1.9","24.9","0.16","N/A","N/A","N/A","3.9","<0.001","1"
"Eastern Buffer","ET1","2021-06-05","1","Bottom Water","1.2","0.064","9.1","83","5.7","150","320","0.051","0.039","0.005","7.5","3","33.4","1.7","0.58","3.6","24.3","0.15","N/A","N/A","N/A","3.8","<0.001","1.2"
"Eastern Buffer","ET1","2021-07-09","1","Surface Water","1.7","0.033","9.2","74","4.9","2","33","0.098","0.028","<0.002","7.6","1.4","29.7","3.3","0.06","1.7","28.3","0.16","N/A","N/A","N/A","2.7","<0.001","0.9"
"Eastern Buffer","ET1","2021-07-09","1","Middle Water","1.4","0.036","13","75","4.9","44","130","0.1","0.032","<0.002","7.5","1.7","29.9","3.3","<0.05","2.7","27.9","0.17","N/A","N/A","N/A","2.8","<0.001","1.5"
"Eastern Buffer","ET1","2021-07-09","1","Bottom Water","1","0.044","10","75","5","60","330","0.1","0.032","<0.002","7.4","2.2","30.8","3.3","0.16","3.2","26.9","0.18","N/A","N/A","N/A","3.3","<0.001","1.4"
"Eastern Buffer","ET1","2021-09-17","1","Surface Water","2.4","0.12","12","101","6.7","450","1900","0.16","0.03","0.009","8","3","32","2.5","0.95","3.6","27.1","0.31","N/A","N/A","N/A","14.5","0.006","1.6"
"Eastern Buffer","ET1","2021-09-17","1","Middle Water","2.5","0.12","10","75","5","690","3400","0.17","0.029","0.01","7.9","3.6","32.1","2.5","1.1","3.7","26.9","0.32","N/A","N/A","N/A","5.4","0.005","1.3"
"Eastern Buffer","ET1","2021-09-17","1","Bottom Water","1.9","0.12","9.6","72","4.9","260","670","0.17","0.03","0.013","7.9","2.8","32.5","2.5","1.2","3.9","26.4","0.32","N/A","N/A","N/A","5.9","0.004","1.5"
"Eastern Buffer","ET1","2021-11-12","1","Surface Water","1.2","0.081","7.8","82","5.6","74","310","0.075","0.029","0.005","7.6","1.8","32.6","2.2","0.39","4.7","25","0.19","0.46","0.56","0.06","15.5","0.002","1.8"
"Eastern Buffer","ET1","2021-11-12","1","Middle Water","1.2","0.054","8.7","94","6.4","83","250","0.046","0.026","0.004","7.6","3","32.8","2.2","0.32","4.5","24.9","0.13","0.4","0.47","0.06","6.4","0.001","1.6"
"Eastern Buffer","ET1","2021-11-12","1","Bottom Water","0.9","0.055","6.6","89","6.1","110","210","0.048","0.027","0.006","7.6","1.8","32.8","2.2","0.4","5.7","24.8","0.13","0.37","0.45","0.07","6.8","0.001","1.4"
"Eastern Buffer","ET2","2021-03-10","1","Surface Water","0.2","0.11","0.2","68","5.1","3400","6600","0.054","0.006","0.019","7.7","<0.2","32.6","3.9","0.83","6.3","19.8","0.17","0.24","0.3","0.04","3.5","0.002","1.4"
"Eastern Buffer","ET2","2021-03-10","1","Middle Water","0.1","0.11","1","64","4.8","900","2800","0.05","0.005","0.015","7.7","<0.2","32.7","3.9","0.83","8.8","19.8","0.17","0.47","0.53","0.05","2.8","0.002","1.8"
"Eastern Buffer","ET2","2021-03-10","1","Bottom Water","0.1","0.11","0.5","69","5.2","800","1900","0.04","0.004","0.017","7.7","0.3","32.8","3.9","0.63","7.2","19.8","0.15","0.17","0.21","0.06","2.9","0.002","1.8"
"Eastern Buffer","ET2","2021-05-10","1","Surface Water","1.7","0.12","16","66","4.5","900","2100","0.068","0.015","0.005","7.6","0.5","32.2","3","0.62","19","26.3","0.2","N/A","N/A","N/A","2.7","0.002","4.9"
"Eastern Buffer","ET2","2021-05-10","1","Middle Water","1.4","0.11","10","70","4.8","310","490","0.064","0.013","0.007","7.5","0.7","33","3","0.61","19","25.7","0.19","N/A","N/A","N/A","3.2","0.002","4.6"
"Eastern Buffer","ET2","2021-05-10","1","Bottom Water","0.9","0.1","8.1","64","4.4","100","250","0.054","0.009","0.013","7.5","1.2","33.3","3","0.62","11","25.2","0.16","N/A","N/A","N/A","3.2","0.001","2.4"
