"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Southern","SM19","2021-12-17","1","Middle Water","0.3","0.02","1.9","92","6.7","2","5","<0.002","<0.002","0.007","7.7","1","33.8","2.3","0.81","2.5","20.9","0.02","0.74","0.74","0.05","7","<0.001","1"
"Southern","SM19","2021-12-17","1","Bottom Water","0.2","0.026","0.2","93","6.8","<1","<1","<0.002","0.01","0.006","7.7","0.2","33.8","2.3","0.8","1.4","20.9","0.04","0.63","0.64","0.05","13.2","<0.001","0.5"
"Southern","SM2","2021-02-25","1","Surface Water","0.8","0.065","1.4","70","5.2","25","31","0.007","0.002","0.008","7.8","<0.2","32.9","4.1","0.34","0.5","19.8","0.07","1","1.01","0.04","3.2","0.001","<0.5"
"Southern","SM2","2021-02-25","1","Middle Water","0.7","0.062","1.6","71","5.3","25","34","0.014","<0.002","0.007","7.8","<0.2","32.9","4.1","0.37","1.2","19.8","0.08","0.6","0.62","0.04","2.7","0.001","0.8"
"Southern","SM2","2021-02-25","1","Bottom Water","0.4","0.049","1","75","5.7","12","17","0.009","0.003","0.008","7.8","<0.2","32.9","4.1","0.38","1.5","19.8","0.06","0.36","0.37","0.04","3.1","<0.001","0.6"
"Southern","SM2","2021-03-18","1","Surface Water","0.7","0.062","1","68","4.9","<1","2","0.02","0.005","0.006","7.8","<0.2","33.2","4.2","0.54","2.4","21.9","0.09","0.19","0.22","0.05","3.9","0.001","0.8"
"Southern","SM2","2021-03-18","1","Middle Water","0.8","0.064","1.1","66","4.8","1","3","0.024","<0.002","0.007","7.8","<0.2","33.3","4.2","0.5","1.8","21.9","0.09","0.11","0.14","0.05","3","0.001","0.6"
"Southern","SM2","2021-03-18","1","Bottom Water","0.9","0.055","1.2","77","5.5","1","1","0.019","0.003","0.004","7.8","0.2","33.3","4.2","0.51","1.8","21.9","0.08","0.72","0.74","0.05","3.7","0.001","<0.5"
"Southern","SM2","2021-04-21","1","Surface Water","0.4","0.053","1.9","66","4.6","<1","<1","0.012","0.003","0.011","7.6","<0.2","33.8","2.6","0.48","3.2","23.4","0.07","0.67","0.69","0.04","3.7","<0.001","0.6"
"Southern","SM2","2021-04-21","1","Middle Water","0.3","0.05","1.4","68","4.8","<1","<1","0.008","0.003","0.017","7.6","<0.2","33.9","2.6","0.45","3","23.3","0.06","0.89","0.9","0.03","3.9","<0.001","0.6"
"Southern","SM2","2021-04-21","1","Bottom Water","0.2","0.05","1.3","81","5.7","<1","<1","0.004","0.003","0.01","7.6","<0.2","33.9","2.6","0.47","3.2","23.3","0.06","0.46","0.47","0.06","5.3","<0.001","<0.5"
"Southern","SM2","2021-05-12","1","Surface Water","0.8","0.027","8.8","71","4.7","1","1","0.16","0.021","<0.002","7.7","<0.2","29.5","3.6","0.36","1","27.9","0.21","N/A","N/A","N/A","7.3","<0.001","0.5"
"Southern","SM2","2021-05-12","1","Middle Water","0.7","0.044","5.3","76","5.1","3","9","0.098","0.014","<0.002","7.6","1.5","31.5","3.6","0.41","1.3","26.4","0.16","N/A","N/A","N/A","2.7","<0.001","0.5"
"Southern","SM2","2021-05-12","1","Bottom Water","0.6","0.044","4.1","67","4.5","3","7","0.058","0.009","0.003","7.5","<0.2","33.1","3.6","0.42","1.8","25.7","0.11","N/A","N/A","N/A","4.2","<0.001","<0.5"
"Southern","SM2","2021-06-11","1","Surface Water","0.8","0.038","5.3","71","4.7","<1","1","0.021","0.014","0.005","7.7","0.8","31.9","3","0.09","1.8","27.5","0.07","N/A","N/A","N/A","3.2","<0.001","0.9"
"Southern","SM2","2021-06-11","1","Middle Water","0.9","0.029","5","75","5","<1","1","0.016","0.015","0.005","7.7","1.5","31.9","3","0.07","2.4","27.3","0.06","N/A","N/A","N/A","2.7","<0.001","0.8"
"Southern","SM2","2021-06-11","1","Bottom Water","0.7","0.033","3.9","76","5.1","<1","<1","0.015","0.019","0.006","7.6","1","32.4","3","0.13","3.5","26.8","0.07","N/A","N/A","N/A","2.8","<0.001","0.8"
"Southern","SM2","2021-07-12","1","Surface Water","1.8","0.022","8","70","4.6","<1","3","0.078","0.027","<0.002","7.6","1.9","29.1","3.6","0.06","2.9","29.6","0.13","N/A","N/A","N/A","9.3","<0.001","2"
"Southern","SM2","2021-07-12","1","Middle Water","1.6","0.027","9.3","78","5.1","2","7","0.086","0.021","0.004","7.5","1.7","29.5","3.6","0.05","1.7","28.8","0.13","N/A","N/A","N/A","2.9","<0.001","1.4"
"Southern","SM2","2021-07-12","1","Bottom Water","0.8","0.032","3.5","58","3.9","2","10","0.087","0.02","0.011","7.2","<0.2","33","3.6","0.75","4","25.9","0.14","N/A","N/A","N/A","4.9","<0.001","1.3"
"Southern","SM2","2021-08-18","1","Surface Water","0.9","0.049","3","68","4.4","1","1","0.069","0.01","0.003","7.6","<0.2","30.3","3.5","0.14","8.2","29","0.13","N/A","N/A","N/A","4.5","0.001","1.4"
"Southern","SM2","2021-08-18","1","Middle Water","1.4","0.044","8","78","5.3","<1","1","0.065","0.022","0.004","7.3","1.4","32.7","3.5","0.45","4.1","25.1","0.13","N/A","N/A","N/A","3.4","<0.001","1.6"
"Southern","SM2","2021-08-18","1","Bottom Water","1.5","0.046","5.3","55","3.9","3","6","0.063","0.014","0.003","7.2","<0.2","34.3","3.5","0.28","3.1","23.2","0.12","N/A","N/A","N/A","6.4","<0.001","1"
"Southern","SM2","2021-09-06","1","Surface Water","0.9","0.035","9.1","69","4.5","<1","3","0.067","0.007","0.005","7.4","1.7","31.7","2.4","0.56","2.2","28.3","0.11","N/A","N/A","N/A","3.3","<0.001","0.9"
"Southern","SM2","2021-09-06","1","Middle Water","0.7","0.032","7.1","70","4.7","2","5","0.094","0.017","0.005","7.4","1.7","32.4","2.4","0.83","3.9","27","0.14","N/A","N/A","N/A","3.1","<0.001","2.7"
"Southern","SM2","2021-09-06","1","Bottom Water","0.3","0.032","4.5","52","3.6","1","4","0.12","0.031","0.008","7.2","1.1","33.6","2.4","1.2","2","24.5","0.18","N/A","N/A","N/A","3.9","<0.001","0.8"
"Southern","SM2","2021-10-21","1","Surface Water","0.6","0.026","1","86","5.7","3","5","0.014","0.035","0.01","8","<0.2","33","2.3","0.87","8.5","27.5","0.08","N/A","N/A","N/A","8.7","0.001","1.5"
"Southern","SM2","2021-10-21","1","Middle Water","0.4","0.028","0.5","81","5.3","3","4","0.028","0.045","0.01","7.9","<0.2","33","2.3","0.96","5","27.3","0.1","N/A","N/A","N/A","7.1","0.001","1.1"
"Southern","SM2","2021-10-21","1","Bottom Water","0.6","0.018","0.7","86","5.7","8","13","0.023","0.049","0.011","7.9","<0.2","33","2.3","0.99","6","27.3","0.09","N/A","N/A","N/A","7.7","<0.001","1"
"Southern","SM2","2021-11-01","1","Surface Water","0.4","0.024","1","83","5.6","<1","2","0.028","0.052","0.01","7.6","0.6","33.3","2.9","0.85","3.5","26.2","0.1","N/A","N/A","N/A","9.9","<0.001","0.9"
"Southern","SM2","2021-11-01","1","Middle Water","0.4","0.024","1.6","85","5.7","<1","2","0.025","0.049","0.012","7.6","<0.2","33.4","2.9","0.88","3.3","26.2","0.1","N/A","N/A","N/A","6.9","<0.001","0.7"
"Southern","SM2","2021-11-01","1","Bottom Water","0.3","0.017","0.8","88","5.9","1","1","0.023","0.051","0.01","7.6","0.2","33.4","2.9","0.89","4.3","26.1","0.09","N/A","N/A","N/A","7.7","<0.001","0.8"
"Southern","SM2","2021-12-17","1","Surface Water","0.4","0.026","2.7","84","6.2","14","23","<0.002","0.023","0.005","7.6","0.9","33.8","2.6","0.66","3.1","21.2","0.05","0.67","0.7","0.03","12","<0.001","0.8"
"Southern","SM2","2021-12-17","1","Middle Water","0.2","0.02","2.5","93","6.8","37","51","<0.002","0.004","0.007","7.6","1.4","33.8","2.6","0.67","3.3","21.2","0.03","1","1.01","0.04","7.1","<0.001","1.1"
"Southern","SM2","2021-12-17","1","Bottom Water","0.3","0.028","3.4","92","6.7","16","22","<0.002","0.017","0.005","7.6","<0.2","33.8","2.6","0.63","3.2","21.2","0.05","0.59","0.61","0.03","7.2","<0.001","0.9"
"Southern","SM20","2021-02-19","1","Surface Water","1.6","0.042","6","72","5.4","<1","<1","0.021","0.002","0.012","8","1.2","32","2.8","0.13","17","19.4","0.07","0.66","0.68","0.05","3.6","0.001","3.4"
"Southern","SM20","2021-02-19","1","Middle Water","1.4","0.041","6.1","75","5.7","<1","1","0.024","<0.002","0.008","8","0.4","32.1","2.8","0.14","8.3","19.6","0.07","0.93","0.96","0.05","3.5","0.001","1.8"
"Southern","SM20","2021-02-19","1","Bottom Water","1.6","0.04","6.4","78","5.9","<1","<1","0.022","<0.002","0.007","8","0.3","32.1","2.8","0.15","11","19.4","0.06","0.51","0.53","0.05","3.8","0.001","2.3"
"Southern","SM20","2021-03-01","1","Surface Water","1","0.076","2.5","70","5.2","3","5","0.029","0.003","0.007","7.9","<0.2","32.6","2.2","0.52","2.2","20.4","0.11","0.75","0.78","0.05","6.3","0.002","0.6"
"Southern","SM20","2021-03-01","1","Middle Water","0.8","0.07","2.3","70","5.2","4","6","0.031","<0.002","0.007","7.9","<0.2","32.6","2.2","0.51","1.8","20.3","0.1","1","1.03","0.05","3.9","0.002","0.5"
"Southern","SM20","2021-03-01","1","Bottom Water","0.8","0.088","2.1","68","5.1","14","26","0.034","0.005","0.006","7.9","<0.2","32.6","2.2","0.52","1.8","20.2","0.13","0.83","0.87","0.05","4","0.002","<0.5"
"Southern","SM20","2021-04-07","1","Surface Water","0.7","0.088","8","68","4.7","1","11","0.082","0.003","0.01","7.5","0.4","32.5","3.3","0.4","5.9","24","0.17","0.5","0.59","0.04","14.2","0.001","1.6"
"Southern","SM20","2021-04-07","1","Middle Water","0.8","0.09","7.8","68","4.8","1","9","0.082","0.003","0.009","7.5","<0.2","32.5","3.3","0.42","6.7","24.1","0.18","0.52","0.61","0.04","2.5","0.001","1.6"
"Southern","SM20","2021-04-07","1","Bottom Water","0.8","0.076","7","70","4.9","4","8","0.077","0.003","0.008","7.5","0.5","32.6","3.3","0.39","1.8","24","0.16","0.62","0.7","0.04","2.5","0.001","0.7"
"Southern","SM20","2021-05-05","1","Surface Water","0.8","0.12","2.6","67","4.5","<1","<1","0.2","0.026","0.008","7.5","<0.2","30.8","4","0.98","5.9","26.2","0.35","N/A","N/A","N/A","2.9","0.002","1.3"
"Southern","SM20","2021-05-05","1","Middle Water","0.4","0.077","1.9","66","4.5","<1","<1","0.15","0.02","0.009","7.5","<0.2","31.2","4","0.84","6.1","25.8","0.25","N/A","N/A","N/A","2.5","0.001","0.8"
"Southern","SM20","2021-05-05","1","Bottom Water","0.7","0.074","1.4","66","4.5","<1","<1","0.13","0.018","0.008","7.5","<0.2","32.3","4","0.8","7.5","25.3","0.22","N/A","N/A","N/A","2.6","0.001","1.4"
"Southern","SM20","2021-06-02","1","Surface Water","1","0.041","12","74","5.1","1","3","0.37","0.071","0.008","7.6","1.9","24.8","2","1.1","3.9","27.9","0.48","N/A","N/A","N/A","4.4","<0.001","0.6"
"Southern","SM20","2021-06-02","1","Middle Water","1","0.051","19","77","5.2","<1","<1","0.32","0.062","0.006","7.7","3.2","25.9","2","0.78","3.4","27.6","0.43","N/A","N/A","N/A","3.3","0.001","0.9"
"Southern","SM20","2021-06-02","1","Bottom Water","0.6","0.051","15","78","5.3","<1","2","0.36","0.071","0.01","7.5","3.6","27.3","2","1.2","2.9","27.4","0.48","N/A","N/A","N/A","3.4","<0.001","0.9"
"Southern","SM20","2021-07-14","1","Surface Water","2.1","0.036","14","74","4.8","2","3","0.27","0.034","0.004","7.7","1","24.6","2.5","0.58","4","31.2","0.34","N/A","N/A","N/A","3.4","0.001","1"
"Southern","SM20","2021-07-14","1","Middle Water","2.2","0.031","17","87","5.7","<1","<1","0.25","0.033","0.003","7.7","0.9","25.4","2.5","0.52","3.4","30.1","0.31","N/A","N/A","N/A","3.6","0.001","0.8"
"Southern","SM20","2021-07-14","1","Bottom Water","2.1","0.025","18","91","6","<1","<1","0.22","0.031","0.003","7.7","1.3","27.4","2.5","0.37","4.2","29.2","0.28","N/A","N/A","N/A","3.5","<0.001","1.8"
"Southern","SM20","2021-08-06","1","Surface Water","2","0.05","9.5","67","4.5","<1","1","0.24","0.046","0.003","7.3","1.9","27.1","2.3","1.8","2.2","27.9","0.34","N/A","N/A","N/A","4.2","<0.001","0.8"
"Southern","SM20","2021-08-06","1","Middle Water","1.8","0.052","11","60","4","1","1","0.18","0.038","<0.002","7.3","2.6","29.5","2.3","1.7","1.8","27.6","0.27","N/A","N/A","N/A","3.6","<0.001","0.6"
"Southern","SM20","2021-08-06","1","Bottom Water","2.2","0.055","9.8","55","3.7","<1","2","0.16","0.037","<0.002","7.2","2.5","33.1","2.3","1.6","1.5","26.9","0.25","N/A","N/A","N/A","3.5","<0.001","<0.5"
"Southern","SM20","2021-09-13","1","Surface Water","0.8","0.057","1.2","95","6.1","<1","<1","0.37","0.027","0.01","8","0.7","31","2.3","1.2","1.8","29.6","0.45","N/A","N/A","N/A","7.8","0.004","0.6"
"Southern","SM20","2021-09-13","1","Middle Water","0.2","0.063","0.7","73","4.7","<1","1","0.25","0.026","0.012","8","0.8","31.1","2.3","1.2","2.5","29.2","0.34","N/A","N/A","N/A","7.1","0.004","0.6"
"Southern","SM20","2021-09-13","1","Bottom Water","0.6","0.062","0.9","66","4.3","<1","1","0.23","0.024","0.012","8","0.6","31.9","2.3","1.2","1.8","28.6","0.32","N/A","N/A","N/A","7.9","0.004","0.6"
"Southern","SM20","2021-10-06","1","Surface Water","0.7","0.084","7.8","83","5.3","1","3","0.09","0.016","0.008","8","1.4","31.3","2.3","0.86","5.1","29.6","0.19","N/A","N/A","N/A","7.7","0.005","1"
"Southern","SM20","2021-10-06","1","Middle Water","0.7","0.092","8.2","79","5.1","<1","3","0.074","0.014","0.01","8","0.9","31.2","2.3","0.84","4.9","29.6","0.18","N/A","N/A","N/A","7.2","0.006","1"
"Southern","SM20","2021-10-06","1","Bottom Water","0.6","0.085","7","77","5","<1","1","0.072","0.016","0.003","8","1.4","31.4","2.3","0.86","5.1","29.6","0.17","N/A","N/A","N/A","7.1","0.005","1.1"
"Southern","SM20","2021-11-04","1","Surface Water","1","0.036","9.5","83","5.6","<1","1","0.035","0.048","0.008","7.7","0.6","33.2","2.1","0.56","3.8","26.2","0.12","1.1","1.18","0.12","10.7","<0.001","1.2"
"Southern","SM20","2021-11-04","1","Middle Water","0.8","0.04","10","94","6.3","<1","<1","0.034","0.047","0.008","7.7","1.2","33.2","2.1","0.44","3.4","26.2","0.12","0.9","0.98","0.08","7.3","0.001","0.8"
"Southern","SM20","2021-11-04","1","Bottom Water","0.6","0.038","10","98","6.6","<1","<1","0.039","0.052","0.01","7.7","0.9","33.2","2.1","0.44","3.4","26","0.13","1.6","1.69","0.09","8.3","<0.001","0.8"
"Southern","SM20","2021-12-01","1","Surface Water","0.6","0.061","2.2","92","6.6","2","4","0.053","0.037","0.014","7.6","0.8","33.5","1.1","0.54","8","22.3","0.15","0.41","0.5","0.02","10.9","<0.001","1.1"
"Southern","SM20","2021-12-01","1","Middle Water","0.7","0.052","2.4","81","5.8","<1","1","0.049","0.037","0.015","7.6","0.5","33.4","1.1","0.58","6.5","22.3","0.14","0.5","0.59","0.03","9.7","<0.001","0.7"
"Southern","SM20","2021-12-01","1","Bottom Water","0.7","0.058","2.7","89","6.4","7","9","0.046","0.037","0.014","7.6","0.3","33.6","1.1","0.56","15","22.3","0.14","0.45","0.53","0.03","10.1","<0.001","2"
"Southern","SM3","2021-02-19","1","Surface Water","1.3","0.052","2.9","70","5.3","<1","<1","0.023","<0.002","0.002","7.8","0.8","32.7","3.2","0.36","9.6","19.1","0.08","0.46","0.49","0.05","2.8","0.001","1.7"
"Southern","SM3","2021-02-19","1","Middle Water","1.1","0.052","2.7","75","5.7","<1","1","0.02","<0.002","0.01","7.8","<0.2","32.7","3.2","0.36","8.8","19.1","0.07","0.79","0.81","0.05","2.7","<0.001","1.4"
"Southern","SM3","2021-02-19","1","Bottom Water","1.1","0.038","2.6","72","5.5","<1","1","0.018","0.003","0.008","7.8","0.4","32.7","3.2","0.39","9.7","19.1","0.06","0.64","0.66","0.04","2.8","<0.001","1.7"
"Southern","SM3","2021-03-12","1","Surface Water","0.5","0.12","<0.2","64","4.7","270","390","0.028","0.004","0.01","7.8","1","33","2.9","0.69","7.8","20.6","0.15","0.54","0.57","0.05","3.3","0.002","1.4"
"Southern","SM3","2021-03-12","1","Middle Water","0.4","0.093","0.9","64","4.8","600","880","0.024","0.004","0.011","7.8","<0.2","33","2.9","0.6","8.8","20.4","0.12","0.38","0.41","0.05","3.4","0.002","1.4"
"Southern","SM3","2021-03-12","1","Bottom Water","0.5","0.088","0.7","63","4.7","560","750","0.024","<0.002","0.011","7.7","<0.2","33.1","2.9","0.56","9.2","20.4","0.11","0.44","0.47","0.05","3.3","0.002","1.6"
"Southern","SM3","2021-04-15","1","Surface Water","0.3","0.04","1.3","68","4.8","1","3","0.024","<0.002","0.01","7.6","0.5","33.7","2.5","0.52","7.2","23.7","0.07","0.76","0.79","0.05","3.6","<0.001","1"
"Southern","SM3","2021-04-15","1","Middle Water","0.4","0.062","1.4","87","6.1","<1","31","0.021","<0.002","0.009","7.5","0.4","33.7","2.5","0.49","9.2","23.7","0.09","0.6","0.62","0.05","3.5","<0.001","1.2"
"Southern","SM3","2021-04-15","1","Bottom Water","0.4","0.036","1.1","71","4.9","<1","4","0.015","<0.002","0.01","7.5","0.6","33.8","2.5","0.5","11","23.7","0.05","0.79","0.81","0.05","4.3","<0.001","1.6"
"Southern","SM3","2021-05-06","1","Surface Water","0.5","0.056","0.9","62","4.2","<1","<1","0.022","0.01","0.007","7.6","<0.2","33.5","3.7","0.47","8.3","24.9","0.09","N/A","N/A","N/A","2.8","<0.001","1.5"
"Southern","SM3","2021-05-06","1","Middle Water","0.5","0.04","2.5","78","5.3","<1","1","0.012","0.009","0.007","7.5","<0.2","33.8","3.7","0.44","9","24.8","0.06","N/A","N/A","N/A","4.2","<0.001","1.5"
"Southern","SM3","2021-05-06","1","Bottom Water","<0.1","0.045","0.5","70","4.8","<1","<1","<0.002","<0.002","0.009","7.5","<0.2","33.8","3.7","0.43","15","24.7","0.05","N/A","N/A","N/A","5.6","<0.001","2.7"
"Southern","SM3","2021-06-04","1","Surface Water","1.4","0.096","23","77","5.2","7","21","0.25","0.059","0.009","7.6","2.1","27.8","2.4","0.79","3.5","27.9","0.41","N/A","N/A","N/A","3.9","0.002","1.3"
"Southern","SM3","2021-06-04","1","Middle Water","0.1","0.034","2.2","56","3.9","3","4","0.039","0.049","0.01","7.4","1.2","33.9","2.4","0.71","3.4","24.4","0.12","N/A","N/A","N/A","4.8","<0.001","0.7"
"Southern","SM3","2021-06-04","1","Bottom Water","<0.1","0.031","0.6","51","3.5","<1","<1","0.012","0.045","0.013","7.4","0.5","34.1","2.4","0.78","4","24.1","0.09","N/A","N/A","N/A","5.7","<0.001","0.8"
"Southern","SM3","2021-07-07","1","Surface Water","1.7","0.053","11","71","4.8","4","9","0.21","0.056","0.003","7.7","3.2","27.4","3.5","0.12","2.2","28.2","0.32","N/A","N/A","N/A","6.3","0.001","1.1"
"Southern","SM3","2021-07-07","1","Middle Water","0.9","0.041","2.5","50","3.4","4","8","0.096","0.038","0.015","7.2","1.9","34","3.5","0.97","2.8","24.3","0.18","N/A","N/A","N/A","3.6","<0.001","0.9"
"Southern","SM3","2021-07-07","1","Bottom Water","0.7","0.047","2.1","27","1.9","1","3","0.091","0.034","0.017","7.1","1.8","34.3","3.5","1.1","2.8","23.9","0.17","N/A","N/A","N/A","4","<0.001","0.9"
"Southern","SM3","2021-08-21","1","Surface Water","1.4","0.063","4","82","6","1","3","0.12","0.035","<0.002","7.7","<0.2","29.6","2.1","0.31","2.8","28.2","0.22","N/A","N/A","N/A","3.2","0.002","0.9"
"Southern","SM3","2021-08-21","1","Middle Water","0.6","0.028","0.7","52","4","1","2","0.08","0.023","0.008","7.3","<0.2","34.1","2.1","0.97","5.6","23.5","0.13","N/A","N/A","N/A","4.7","<0.001","0.8"
"Southern","SM3","2021-08-21","1","Bottom Water","0.5","0.021","2","30","2.1","<1","3","0.085","0.023","0.009","7.3","0.6","34.3","2.1","1","4","23","0.13","N/A","N/A","N/A","7.7","<0.001","<0.5"
"Southern","SM3","2021-09-02","1","Surface Water","1.6","0.061","13","79","6","1","7","0.1","0.016","<0.002","7.7","2.4","29.8","3.3","0.73","3","27.7","0.18","N/A","N/A","N/A","5.4","0.002","1.4"
"Southern","SM3","2021-09-02","1","Middle Water","0.8","0.074","3.4","59","4","1","5","0.098","0.052","0.019","7.3","1.3","32.7","3.3","1.5","2.9","24.6","0.22","N/A","N/A","N/A","4","<0.001","0.7"
"Southern","SM3","2021-09-02","1","Bottom Water","1.4","0.055","13","30","2.1","<1","3","0.084","0.02","<0.002","7.2","2.4","34.2","3.3","0.63","2.1","23","0.16","N/A","N/A","N/A","5.9","<0.001","1.8"
"Southern","SM3","2021-10-11","1","Surface Water","0.5","0.13","0.6","87","5.7","3900","9100","0.083","0.032","0.018","7.8","<0.2","31","1.7","1.1","4.4","28.3","0.25","N/A","N/A","N/A","7.9","0.004","0.7"
"Southern","SM3","2021-10-11","1","Middle Water","0.4","0.094","0.4","82","5.3","4100","8100","0.051","0.025","0.014","7.9","0.3","31.8","1.7","1.1","6.3","28.3","0.17","N/A","N/A","N/A","7.6","0.004","0.9"
"Southern","SM3","2021-10-11","1","Bottom Water","0.3","0.058","0.4","85","5.5","3200","6400","0.035","0.025","0.013","7.9","0.3","32.3","1.7","1","6.7","28.4","0.12","N/A","N/A","N/A","8.6","0.003","0.9"
"Southern","SM3","2021-11-08","1","Surface Water","0.6","0.047","3.6","81","5.5","540","1100","0.046","0.056","0.013","7.4","<0.2","33.2","2.5","0.61","2.7","25.8","0.15","1.6","1.7","0.1","8.3","<0.001","0.6"
"Southern","SM3","2021-11-08","1","Middle Water","0.4","0.046","3.4","91","6.1","330","650","0.046","0.054","0.012","7.5","0.7","33.2","2.5","0.62","3.1","26.1","0.15","1.1","1.2","0.11","9.1","<0.001","0.5"
"Southern","SM3","2021-11-08","1","Bottom Water","0.5","0.045","3.7","92","6.2","510","1200","0.046","0.055","0.012","7.6","0.3","33.2","2.5","0.62","3.9","26.1","0.15","1.1","1.2","0.08","8.1","<0.001","2"
"Southern","SM3","2021-12-08","1","Surface Water","0.6","0.13","1.1","72","5.2","3200","5200","0.06","0.045","0.016","7.2","0.8","33.7","1.9","0.84","4.8","21.8","0.24","0.35","0.46","0.03","7.1","<0.001","1"
"Southern","SM3","2021-12-08","1","Middle Water","0.3","0.065","0.6","85","6.1","3500","5900","0.047","0.046","0.013","7.5","0.5","33.8","1.9","0.76","5.2","21.8","0.16","0.17","0.26","0.03","7.1","<0.001","0.9"
"Southern","SM3","2021-12-08","1","Bottom Water","0.3","0.085","0.5","88","6.3","1300","2100","0.079","0.044","0.011","7.6","0.7","33.8","1.9","0.75","6.6","21.8","0.21","0.4","0.52","0.03","7.9","0.001","1.1"
"Southern","SM4","2021-02-25","1","Surface Water","1.6","0.15","7","68","5.1","40","60","0.035","0.003","0.009","7.8","1","32.1","4.2","0.4","0.8","19.8","0.19","1","1.04","0.05","2.8","0.003","0.7"
"Southern","SM4","2021-02-25","1","Middle Water","1.7","0.15","5.4","69","5.2","140","190","0.032","0.005","0.008","7.8","<0.2","32.3","4.2","0.4","1","19.9","0.19","0.45","0.49","0.06","2.7","0.003","1"
"Southern","SM4","2021-02-25","1","Bottom Water","1","0.1","1.8","77","5.8","90","90","0.031","<0.002","0.007","7.8","<0.2","32.6","4.2","0.43","<0.5","19.9","0.13","0.46","0.49","0.05","2.8","0.002","<0.5"
"Southern","SM4","2021-03-18","1","Surface Water","0.6","0.11","1.2","70","5.1","1","1","0.058","0.004","0.011","7.7","<0.2","32.8","3.9","0.67","1.3","21.9","0.17","0.17","0.23","0.05","3.6","0.002","<0.5"
"Southern","SM4","2021-03-18","1","Middle Water","0.8","0.096","1.8","68","4.9","<1","1","0.065","0.003","0.01","7.7","<0.2","32.8","3.9","0.64","1.2","21.9","0.16","0.13","0.2","0.05","2.7","0.002","<0.5"
"Southern","SM4","2021-03-18","1","Bottom Water","0.8","0.11","1.3","68","4.9","<1","2","0.042","0.003","0.011","7.8","<0.2","33.1","3.9","0.62","1.9","21.8","0.16","0.49","0.54","0.05","3.2","0.002","0.6"
"Southern","SM4","2021-04-21","1","Surface Water","0.4","0.12","2.2","66","4.7","<1","1","0.046","0.004","0.014","7.6","0.3","33.4","2.5","0.63","2.5","23.6","0.17","0.68","0.73","0.05","3.6","0.002","0.6"
"Southern","SM4","2021-04-21","1","Middle Water","0.5","0.12","2.2","65","4.5","<1","3","0.045","0.004","0.022","7.6","<0.2","33.4","2.5","0.63","2.4","23.5","0.17","1","1.05","0.06","3.6","0.002","<0.5"
"Southern","SM4","2021-04-21","1","Bottom Water","0.6","0.097","2.2","67","4.7","<1","3","0.032","0.005","0.016","7.6","<0.2","33.8","2.5","0.59","1.6","23.4","0.13","0.69","0.73","0.06","4.1","0.001","<0.5"
"Southern","SM4","2021-05-12","1","Surface Water","0.8","0.065","7.1","67","4.5","3","8","0.21","0.027","<0.002","7.6","0.6","29.5","3.2","0.63","1.1","27.3","0.3","N/A","N/A","N/A","2.8","0.001","1"
"Southern","SM4","2021-05-12","1","Middle Water","0.7","0.063","5.9","67","4.5","8","14","0.16","0.024","<0.002","7.6","1.2","30.2","3.2","0.6","1.2","26.9","0.25","N/A","N/A","N/A","2.9","0.001","0.6"
"Southern","SM4","2021-05-12","1","Bottom Water","<0.1","0.064","4.3","70","4.7","<1","<1","0.088","0.015","0.002","7.6","1.2","32.6","3.2","0.48","1","26","0.17","N/A","N/A","N/A","2.8","0.001","0.6"
"Southern","SM4","2021-06-11","1","Surface Water","1.3","0.031","10","77","5.1","<1","2","0.055","0.028","0.003","7.7","1.6","30.9","2.5","<0.05","2.5","28","0.11","N/A","N/A","N/A","3.4","<0.001","1"
"Southern","SM4","2021-06-11","1","Middle Water","1","0.031","8.3","77","5.1","2","5","0.042","0.025","0.004","7.7","2.1","31.5","2.5","0.08","3.4","27.4","0.1","N/A","N/A","N/A","3.3","<0.001","1.1"
"Southern","SM4","2021-06-11","1","Bottom Water","0.7","0.036","5.9","78","5.2","1","2","0.032","0.022","0.003","7.7","2.1","31.9","2.5","0.11","6.2","27.1","0.09","N/A","N/A","N/A","5.7","<0.001","1.1"
"Southern","SM4","2021-07-12","1","Surface Water","1.2","0.036","13","69","4.6","8","31","0.15","0.029","<0.002","7.5","2.4","28.9","3","0.07","3.3","28.5","0.22","N/A","N/A","N/A","5.2","<0.001","1.7"
"Southern","SM4","2021-07-12","1","Middle Water","1","0.032","9.7","70","4.6","13","35","0.11","0.023","0.005","7.4","2.6","30.4","3","0.23","2.4","28.1","0.17","N/A","N/A","N/A","3.1","<0.001","1.2"
