"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","EM1","2019-07-10","1","Surface Water","1","0.054","3","78","5.2","370","1300","0.27","0.057","0.003","8.6","0.9","22.3","2.5","2.1","1.8","30.8","0.38","0.12","0.45","0.04","12.9","0.012","0.8"
"Eastern Buffer","EM1","2019-07-10","1","Middle Water","0.5","0.023","1","56","3.7","170","440","0.11","0.016","<0.002","8.6","<0.2","25.7","2.5","1.8","2.5","28.7","0.15","0.05","0.18","0.03","4.7","0.005","0.9"
"Eastern Buffer","EM1","2019-07-10","1","Bottom Water","0.4","0.017","0.3","53","3.6","46","86","0.012","0.003","<0.002","8.6","<0.2","27.7","2.5","1.2","4.5","27.5","0.03","0.06","0.08","0.03","3.8","0.003","1"
"Eastern Buffer","EM1","2019-08-07","1","Surface Water","0.6","0.036","2.7","81","5.3","90","200","0.055","0.014","<0.002","8.1","0.2","30.7","1.9","0.74","3","28.3","0.11","0.12","0.19","0.02","13.8","0.003","1"
"Eastern Buffer","EM1","2019-08-07","1","Middle Water","0.6","0.05","2.5","82","5.4","310","720","0.067","0.019","<0.002","8.1","0.8","31.1","1.9","0.82","3.4","27.6","0.14","0.14","0.23","0.03","14.4","0.003","0.8"
"Eastern Buffer","EM1","2019-08-07","1","Bottom Water","0.4","0.055","2","80","5.3","410","780","0.066","0.02","0.009","8","0.6","31.1","1.9","0.88","3.6","27.5","0.14","0.33","0.42","0.03","14.3","0.003","1"
"Eastern Buffer","EM1","2019-09-13","1","Surface Water","1.1","0.031","14","99","6.4","190","420","0.076","0.027","0.004","8.2","5.1","31.3","2.5","0.24","5.5","28.9","0.13","1.2","1.3","0.04","2.1","0.003","1.5"
"Eastern Buffer","EM1","2019-09-13","1","Middle Water","0.7","0.057","6.8","75","4.9","140","410","0.068","0.025","<0.002","8.2","4.2","31.7","2.5","0.85","10","28.3","0.15","0.71","0.8","0.04","3.3","0.004","2"
"Eastern Buffer","EM1","2019-09-13","1","Bottom Water","0.5","0.051","8.2","63","4.1","150","490","0.069","0.023","0.009","8.1","4.5","32.2","2.5","0.92","9.2","27.7","0.14","1.1","1.19","0.04","4.7","0.004","1.7"
"Eastern Buffer","EM1","2019-10-09","1","Surface Water","0.5","0.018","1.8","92","5.9","4","13","0.014","0.012","0.007","8","1.4","32.6","2.7","0.22","10","28.9","0.04","0.72","0.75","0.02","6.3","<0.001","2.2"
"Eastern Buffer","EM1","2019-10-09","1","Middle Water","0.3","0.01","2.5","91","5.9","9","16","<0.002","<0.002","<0.002","7.9","<0.2","32.7","2.7","0.13","7.9","28.8","0.01","0.68","0.68","<0.02","9.4","<0.001","1.8"
"Eastern Buffer","EM1","2019-10-09","1","Bottom Water","0.3","0.011","2.6","89","5.7","<1","1","<0.002","<0.002","<0.002","7.9","0.4","32.8","2.7","0.12","10","28.8","0.02","0.67","0.67","<0.02","9.6","<0.001","2.6"
"Eastern Buffer","EM1","2019-11-18","1","Surface Water","0.7","0.048","3.2","92","6.3","10","17","0.04","0.01","0.009","8","1.3","33.1","3.5","0.4","7.2","25.3","0.1","0.62","0.67","0.06","2","0.002","1.7"
"Eastern Buffer","EM1","2019-11-18","1","Middle Water","0.8","0.057","3.2","100","6.9","29","82","0.042","0.01","0.01","8","1.6","33.2","3.5","0.41","7.4","25","0.11","0.79","0.84","0.05","2","0.002","1.4"
"Eastern Buffer","EM1","2019-11-18","1","Bottom Water","0.6","0.04","3.8","97","6.7","71","140","0.032","0.008","0.01","7.9","1.4","33.3","3.5","0.39","3","24.9","0.08","0.53","0.57","0.05","2.2","0.002","0.9"
"Eastern Buffer","EM1","2019-12-07","1","Surface Water","0.1","0.028","1.4","92","6.8","69","120","0.026","0.017","0.011","8.2","0.9","33.6","2.2","0.72","9.4","20.6","0.07","<0.05","0.09","0.07","3","0.001","1.5"
"Eastern Buffer","EM1","2019-12-07","1","Middle Water","<0.1","0.036","0.9","94","7","85","120","0.027","0.017","0.01","8.2","1.5","33.6","2.2","0.75","10","20.6","0.08","<0.05","0.09","0.1","3.1","0.002","0.5"
"Eastern Buffer","EM1","2019-12-07","1","Bottom Water","0.2","0.036","0.5","94","6.9","110","180","0.025","0.017","0.01","8.2","2.1","33.6","2.2","0.74","13","20.6","0.08","0.17","0.21","0.03","3.5","0.002","1.9"
"Eastern Buffer","EM2","2019-01-16","1","Surface Water","0.3","0.015","0.7","89","7","1","4","0.14","0.007","0.02","8","0.3","32","4.2","1.4","1.5","18.2","0.16","0.11","0.26","0.03","0.3","<0.001","<0.5"
"Eastern Buffer","EM2","2019-01-16","1","Middle Water","0.2","0.011","0.6","98","7.6","1","2","0.14","0.007","0.021","8","0.4","32","4.2","1.4","1.3","18.4","0.16","0.11","0.26","0.04","0.3","<0.001","<0.5"
"Eastern Buffer","EM2","2019-01-16","1","Bottom Water","0.2","0.008","0.4","99","7.7","1","4","0.14","0.007","0.02","8","0.4","32","4.2","1.4","1.2","18.4","0.16","0.24","0.39","0.03","0.3","<0.001","<0.5"
"Eastern Buffer","EM2","2019-02-16","1","Surface Water","2.3","0.026","14","108","8.1","3","30","0.02","0.003","<0.002","8.1","1.9","32.7","3.8","0.51","8.1","20","0.05","0.29","0.31","0.03","0.6","0.001","2.6"
"Eastern Buffer","EM2","2019-02-16","1","Middle Water","0.8","0.018","0.9","106","8","41","54","0.015","0.002","<0.002","8.1","0.5","32.6","3.8","0.46","5.5","19.5","0.04","0.19","0.21","<0.02","0.4","<0.001","1.4"
"Eastern Buffer","EM2","2019-02-16","1","Bottom Water","0.3","0.018","0.9","105","7.9","6","6","0.019","<0.002","<0.002","8.1","0.2","32.7","3.8","0.37","6.3","19.3","0.04","0.2","0.22","0.02","0.4","<0.001","1.4"
"Eastern Buffer","EM2","2019-03-22","1","Surface Water","0.6","0.08","1.7","95","6.8","14","32","0.032","0.005","0.017","7.9","0.8","33.5","2.5","0.3","7.1","21.9","0.12","0.47","0.51","0.02","0.5","0.002","1.4"
"Eastern Buffer","EM2","2019-03-22","1","Middle Water","0.4","0.039","1.5","67","4.9","3","4","0.017","0.003","0.015","7.9","1.1","33.6","2.5","0.26","7","21.5","0.06","0.34","0.36","<0.02","0.4","0.001","1.2"
"Eastern Buffer","EM2","2019-03-22","1","Bottom Water","<0.1","0.018","1","94","6.8","2","4","0.004","<0.002","0.018","7.9","0.8","33.8","2.5","0.23","6.2","21.6","0.02","0.29","0.3","<0.02","0.6","<0.001","1"
"Eastern Buffer","EM2","2019-04-13","1","Surface Water","0.1","0.007","0.6","101","7.1","48","110","0.031","<0.002","0.012","8.3","<0.2","32.8","6.5","0.18","6.6","23.5","0.04","0.18","0.21","<0.02","0.1","<0.001","1.7"
"Eastern Buffer","EM2","2019-04-13","1","Middle Water","0.1","0.012","0.6","102","7.2","22","45","0.062","<0.002","0.011","8.3","0.4","32.9","6.5","0.19","8","23.5","0.08","0.16","0.22","<0.02","0.1","<0.001","2.5"
"Eastern Buffer","EM2","2019-04-13","1","Bottom Water","0.1","0.008","1.1","101","7.1","3","3","0.041","<0.002","0.014","8.3","<0.2","33.1","6.5","0.16","1","23.2","0.05","0.16","0.2","<0.02","0.3","<0.001","<0.5"
"Eastern Buffer","EM2","2019-05-16","1","Surface Water","0.3","0.054","1.2","82","5.6","84","250","0.068","0.012","0.008","7.7","1.5","32.9","2.8","0.34","7.3","25.2","0.13","0.28","0.36","0.02","1.3","0.001","1.5"
"Eastern Buffer","EM2","2019-05-16","1","Middle Water","0.5","0.052","1.2","89","6.2","80","120","0.076","0.011","0.008","7.7","0.6","32.9","2.8","0.39","8","24.5","0.14","0.37","0.46","0.03","2.1","0.001","2.2"
"Eastern Buffer","EM2","2019-05-16","1","Bottom Water","0.3","0.038","0.7","86","6","12","26","0.034","0.012","0.01","7.8","0.4","33.6","2.8","0.37","13","23.8","0.08","0.31","0.36","0.02","2.2","<0.001","2.2"
"Eastern Buffer","EM2","2019-06-01","1","Surface Water","<0.1","0.084","0.8","82","5.6","130","270","0.097","0.026","0.025","8","<0.2","31.6","2.5","0.69","2.5","25.7","0.21","0.3","0.42","0.03","4","0.004","0.6"
"Eastern Buffer","EM2","2019-06-01","1","Middle Water","<0.1","0.045","0.8","84","5.7","28","57","0.064","0.017","0.01","8","<0.2","32.1","2.5","0.48","1.8","25.5","0.13","0.21","0.29","0.02","1.4","0.002","0.5"
"Eastern Buffer","EM2","2019-06-01","1","Bottom Water","<0.1","0.032","0.3","88","6","5","18","0.035","0.014","0.009","8.1","0.7","32.5","2.5","0.43","4.6","25.5","0.08","0.16","0.21","<0.02","3.2","0.002","0.8"
"Eastern Buffer","EM2","2019-07-10","1","Surface Water","0.8","0.048","1.6","70","4.6","440","1600","0.34","0.064","0.006","8.6","<0.2","21.7","2.7","2.6","1.6","30.9","0.45","0.1","0.5","0.04","8","0.01","0.7"
"Eastern Buffer","EM2","2019-07-10","1","Middle Water","0.4","0.023","0.5","54","3.7","90","290","0.1","0.005","0.011","8.6","<0.2","27.1","2.7","1.4","2.8","28.1","0.13","0.07","0.18","0.03","4.2","0.005","0.8"
"Eastern Buffer","EM2","2019-07-10","1","Bottom Water","0.5","0.028","0.7","55","3.8","71","110","0.12","0.012","0.012","8.7","<0.2","27.9","2.7","1.5","5.6","27.4","0.16","<0.05","0.18","0.03","3.5","0.006","1"
"Eastern Buffer","EM2","2019-08-07","1","Surface Water","1","0.02","3.4","102","6.7","4","11","0.029","<0.002","<0.002","8.2","0.3","30.3","2.3","0.49","1.6","28.5","0.05","0.2","0.23","<0.02","15","0.002","0.6"
"Eastern Buffer","EM2","2019-08-07","1","Middle Water","0.3","0.053","1.5","78","5.2","300","550","0.066","0.02","0.008","8","0.5","31.2","2.3","0.86","3.6","27.5","0.14","0.1","0.19","0.03","15.9","0.003","0.6"
"Eastern Buffer","EM2","2019-08-07","1","Bottom Water","0.2","0.044","0.9","76","5","42","96","0.04","0.02","0.008","8","0.9","32.1","2.3","0.76","12","27.2","0.1","0.3","0.36","0.04","19.2","0.002","1.7"
"Eastern Buffer","EM2","2019-09-13","1","Surface Water","0.8","0.03","4.4","113","7.2","11","42","0.014","0.007","<0.002","8.3","3.6","31.5","3.5","0.08","9.2","29.7","0.05","1.5","1.52","0.06","0.6","0.004","2.2"
"Eastern Buffer","EM2","2019-09-13","1","Middle Water","0.5","0.049","8.2","84","5.5","260","970","0.054","0.02","0.007","8.2","4.8","31.8","3.5","0.44","5.1","28.6","0.12","1.3","1.37","0.03","2.1","0.004","1.2"
"Eastern Buffer","EM2","2019-09-13","1","Bottom Water","0.6","0.046","7.4","36","2.4","100","290","0.059","0.02","0.009","8","4.1","33.5","3.5","0.88","6.1","25.7","0.13","1.4","1.48","0.04","4.2","0.002","1.6"
"Eastern Buffer","EM2","2019-10-09","1","Surface Water","0.3","0.026","2.1","70","4.5","1","6","0.028","0.022","0.008","7.9","<0.2","32.4","3","0.37","10","28.8","0.08","0.52","0.57","<0.02","8.2","0.001","2.2"
"Eastern Buffer","EM2","2019-10-09","1","Middle Water","0.3","0.024","4.8","92","5.9","46","72","0.026","0.022","0.01","7.9","0.3","32.7","3","0.35","8.9","28.8","0.07","0.88","0.93","<0.02","5.3","0.001","2.1"
"Eastern Buffer","EM2","2019-10-09","1","Bottom Water","0.2","0.029","4.8","93","6","3","9","<0.002","0.038","<0.002","8","0.3","32.8","3","0.3","10","28.8","0.07","1","1.04","<0.02","4.6","0.001","2.3"
"Eastern Buffer","EM2","2019-11-18","1","Surface Water","0.7","0.036","2.8","88","6","26","64","0.026","0.007","0.01","8","2.3","33.3","2.8","0.43","7.5","25.1","0.07","0.9","0.93","0.04","2","0.001","1.4"
"Eastern Buffer","EM2","2019-11-18","1","Middle Water","0.5","0.038","3","96","6.6","48","73","0.032","0.007","0.009","7.9","1.2","33.5","2.8","0.41","6.7","24.7","0.08","0.63","0.67","0.05","2.2","0.001","1.2"
"Eastern Buffer","EM2","2019-11-18","1","Bottom Water","0.5","0.044","1.9","97","6.6","33","69","0.012","0.006","0.009","7.9","1.2","33.5","2.8","0.48","8.9","24.7","0.06","0.52","0.54","0.03","3.8","0.002","1.6"
"Eastern Buffer","EM2","2019-12-07","1","Surface Water","0.1","0.028","1","95","7","1","7","0.036","0.016","0.01","8.2","1.6","33.6","2.2","0.72","8.6","20.5","0.08","<0.05","0.1","0.08","3.5","0.001","1.7"
"Eastern Buffer","EM2","2019-12-07","1","Middle Water","0.1","0.028","0.4","95","7","3","8","0.028","0.017","0.01","8.1","2","33.6","2.2","0.74","13","20.5","0.07","<0.05","0.1","0.1","4","0.001","1.4"
"Eastern Buffer","EM2","2019-12-07","1","Bottom Water","0.2","0.027","1.1","95","7","6","9","0.029","0.016","0.011","8.1","1.4","33.6","2.2","0.76","17","20.5","0.07","0.41","0.46","0.03","6.2","0.001","2.1"
"Eastern Buffer","EM3","2019-01-16","1","Surface Water","0.3","0.014","1","90","7","1","1","0.14","0.006","0.02","8","0.6","31.9","4.5","1.4","1.7","18.3","0.16","0.11","0.26","0.03","0.1","<0.001","0.6"
"Eastern Buffer","EM3","2019-01-16","1","Middle Water","0.2","0.012","0.7","101","7.8","2","4","0.14","0.007","0.02","8","<0.2","32","4.5","1.4","0.9","18.4","0.16","0.17","0.32","0.03","0.2","<0.001","<0.5"
"Eastern Buffer","EM3","2019-01-16","1","Bottom Water","0.2","0.016","0.4","99","7.6","<1","2","0.14","0.008","0.02","8","0.3","32","4.5","1.5","4.6","18.4","0.16","0.53","0.68","0.03","1","<0.001","1"
"Eastern Buffer","EM3","2019-02-16","1","Surface Water","2","0.025","6.6","109","8.2","<1","1","0.005","<0.002","<0.002","8.2","1.5","32.6","3.7","0.38","8.2","19.9","0.03","0.36","0.37","0.03","0.3","0.001","2.4"
"Eastern Buffer","EM3","2019-02-16","1","Middle Water","0.4","0.013","0.7","106","8","5","8","0.015","<0.002","<0.002","8.1","0.4","32.6","3.7","0.34","6.8","19.3","0.03","0.31","0.33","<0.02","0.3","<0.001","1.7"
"Eastern Buffer","EM3","2019-02-16","1","Bottom Water","0.3","0.02","0.6","104","7.9","<1","<1","0.03","0.006","<0.002","8.1","0.3","32.6","3.7","0.33","6.5","19.1","0.06","0.17","0.21","0.02","0.5","<0.001","1.6"
"Eastern Buffer","EM3","2019-03-22","1","Surface Water","0.4","0.092","1.5","47","3.4","2","6","0.052","0.006","0.018","7.9","1.1","33.3","2.5","0.3","8.9","22.3","0.15","0.4","0.46","0.03","0.4","0.002","1.7"
"Eastern Buffer","EM3","2019-03-22","1","Middle Water","0.5","0.052","2","81","5.9","11","22","0.025","0.004","0.018","7.9","0.6","33.5","2.5","0.26","7","21.5","0.08","0.4","0.43","0.02","0.4","0.001","1.1"
"Eastern Buffer","EM3","2019-03-22","1","Bottom Water","0.3","0.015","1.2","95","6.8","1","1","0.007","<0.002","0.015","7.9","0.4","33.9","2.5","0.16","7.2","21.7","0.02","0.4","0.41","0.02","0.5","<0.001","1.2"
"Eastern Buffer","EM3","2019-04-13","1","Surface Water","0.2","0.015","1","100","7","<1","5","0.048","<0.002","0.013","8.3","0.7","32.9","5.4","0.17","9.4","23.3","0.07","0.19","0.24","<0.02","0.2","0.001","2.6"
"Eastern Buffer","EM3","2019-04-13","1","Middle Water","0.1","0.01","1.1","100","7.1","1","1","0.021","0.002","0.018","8.2","<0.2","33.2","5.4","0.17","7.4","23.2","0.03","0.1","0.12","<0.02","0.1","<0.001","1.8"
"Eastern Buffer","EM3","2019-04-13","1","Bottom Water","<0.1","0.009","0.9","99","7","<1","1","<0.002","<0.002","0.015","8.2","<0.2","33.6","5.4","0.19","1.2","22.8","0.01","0.08","0.08","<0.02","1.1","<0.001","<0.5"
"Eastern Buffer","EM3","2019-05-16","1","Surface Water","0.4","0.049","0.8","81","5.5","19","53","0.071","0.01","0.006","7.8","1.6","32.9","3.8","0.33","8.1","25.4","0.13","0.25","0.33","0.02","0.7","0.001","1.8"
"Eastern Buffer","EM3","2019-05-16","1","Middle Water","0.2","0.024","0.3","93","6.5","19","40","<0.002","0.005","0.007","7.8","1.4","33.3","3.8","0.27","6.2","24.3","0.03","0.21","0.22","<0.02","0.5","<0.001","1.3"
"Eastern Buffer","EM3","2019-05-16","1","Bottom Water","0.2","0.016","0.3","86","6","1","1","<0.002","0.015","0.008","7.8","0.9","33.7","3.8","0.35","7.1","23.7","0.03","0.27","0.29","<0.02","0.8","<0.001","1.3"
"Eastern Buffer","EM3","2019-06-01","1","Surface Water","0.3","0.056","1.1","87","5.9","44","97","0.073","0.019","0.013","8.1","<0.2","31.7","2.7","0.56","2.4","25.9","0.15","0.27","0.36","0.03","1.3","0.003","0.8"
"Eastern Buffer","EM3","2019-06-01","1","Middle Water","<0.1","0.04","1","88","6","51","98","0.053","0.019","0.01","8.1","0.2","32.4","2.7","0.48","0.8","25.5","0.11","0.17","0.24","0.05","1","0.002","<0.5"
"Eastern Buffer","EM3","2019-06-01","1","Bottom Water","<0.1","0.015","<0.2","93","6.3","<1","1","0.003","0.005","0.008","8.1","0.5","32.7","2.7","0.22","2","25.6","0.02","0.15","0.16","<0.02","1.2","<0.001","<0.5"
"Eastern Buffer","EM3","2019-07-10","1","Surface Water","0.6","0.039","2.5","72","4.7","320","1200","0.23","0.035","0.009","8.6","<0.2","24.3","2.3","1.9","2","30","0.3","0.14","0.41","0.03","8","0.009","0.8"
"Eastern Buffer","EM3","2019-07-10","1","Middle Water","0.2","0.018","0.3","55","3.7","2","15","0.061","0.004","0.015","8.7","<0.2","27.9","2.3","1","3.8","27.4","0.08","0.06","0.13","0.03","3.8","0.004","1"
"Eastern Buffer","EM3","2019-07-10","1","Bottom Water","<0.1","0.013","0.5","58","4","2","13","<0.002","0.008","<0.002","8.7","<0.2","27.9","2.3","0.99","3.4","27.2","0.02","<0.05","0.06","0.03","3.4","0.003","0.9"
"Eastern Buffer","EM3","2019-08-07","1","Surface Water","0.8","0.03","2.5","103","6.7","18","33","0.033","0.003","<0.002","8.2","0.3","30","2.9","0.48","2.2","28.9","0.07","0.15","0.19","<0.02","11.1","0.003","0.8"
"Eastern Buffer","EM3","2019-08-07","1","Middle Water","0.3","0.072","1.3","79","5.2","60","120","0.064","0.02","<0.002","8.1","0.8","31.1","2.9","0.88","3.2","27.5","0.16","0.33","0.41","0.03","12.2","0.004","0.8"
"Eastern Buffer","EM3","2019-08-07","1","Bottom Water","0.3","0.036","<0.2","72","4.7","5","7","0.033","0.022","0.011","8","1.6","32.7","2.9","0.95","11","27","0.09","0.46","0.52","0.03","15.1","0.002","1.6"
"Eastern Buffer","EM3","2019-09-13","1","Surface Water","0.5","0.011","1.1","105","6.7","<1","<1","<0.002","0.004","<0.002","8.3","0.4","31.6","4.8","0.24","8.3","30.2","0.02","1.3","1.31","0.03","0.3","0.001","1.9"
"Eastern Buffer","EM3","2019-09-13","1","Middle Water","0.6","0.019","3.5","105","6.7","1","7","0.005","0.005","<0.002","8.3","2.1","31.7","4.8","0.15","4.2","29.5","0.03","1.3","1.31","<0.02","0.5","0.002","1.3"
"Eastern Buffer","EM3","2019-09-13","1","Bottom Water","0.5","0.032","5.8","53","3.6","3","9","0.021","0.009","0.006","8.1","3.9","33.2","4.8","0.25","2","26.4","0.06","1.1","1.13","0.03","1.5","0.002","0.9"
"Eastern Buffer","EM3","2019-10-09","1","Surface Water","0.2","0.029","1.4","92","5.9","43","110","0.027","0.022","0.009","8","<0.2","32.7","3","0.37","13","28.9","0.08","1","1.05","0.02","9.9","0.002","2.8"
"Eastern Buffer","EM3","2019-10-09","1","Middle Water","0.2","0.029","2.7","97","6.2","52","120","0.024","0.02","0.01","8","0.2","32.9","3","0.4","10","28.8","0.07","0.9","0.94","<0.02","5","0.002","2.2"
"Eastern Buffer","EM3","2019-10-09","1","Bottom Water","0.2","0.022","4.6","95","6.1","37","57","0.029","0.022","0.01","8","<0.2","33","3","0.39","18","28.8","0.07","0.53","0.58","<0.02","7.8","0.001","3.8"
"Eastern Buffer","EM3","2019-11-18","1","Surface Water","0.6","0.045","2.4","89","6.1","12","22","0.028","0.008","0.01","8","1.2","33.3","3.5","0.4","6.9","25.1","0.08","0.37","0.41","0.04","4.4","0.002","1.3"
"Eastern Buffer","EM3","2019-11-18","1","Middle Water","0.6","0.033","2.6","96","6.6","44","74","0.015","0.005","0.01","8","1","33.5","3.5","0.43","8","24.8","0.05","0.52","0.54","0.04","2","0.001","1.3"
"Eastern Buffer","EM3","2019-11-18","1","Bottom Water","0.6","0.021","2.5","98","6.7","10","16","<0.002","0.005","0.005","8","0.2","33.6","3.5","0.52","9.9","24.7","0.03","0.92","0.93","0.04","4","<0.001","1.8"
"Eastern Buffer","EM3","2019-12-07","1","Surface Water","<0.1","0.03","0.4","94","6.9","<1","<1","0.03","0.012","0.009","8.1","2.1","33.6","1.8","0.66","25","20.7","0.07","<0.05","0.09","0.09","8.1","0.001","2.9"
"Eastern Buffer","EM3","2019-12-07","1","Middle Water","0.1","0.025","0.4","94","6.9","1","1","0.021","0.012","0.011","8.1","2.1","33.6","1.8","0.67","26","20.7","0.06","0.12","0.15","0.08","8.7","0.001","3"
"Eastern Buffer","EM3","2019-12-07","1","Bottom Water","<0.1","0.025","0.4","95","7","<1","<1","0.024","0.013","0.009","8.1","2.1","33.6","1.8","0.68","20","20.7","0.06","0.4","0.44","0.02","8.4","0.001","2.2"
"Eastern Buffer","ET1","2019-01-16","1","Surface Water","0.3","0.046","0.6","84","6.5","210","560","0.14","0.012","0.026","8","0.5","31.8","2.9","1.5","2.6","18.6","0.2","<0.05","0.2","0.03","1.6","0.001","0.6"
"Eastern Buffer","ET1","2019-01-16","1","Middle Water","0.2","0.031","0.6","80","6.1","250","310","0.14","0.011","0.025","8","<0.2","32","2.9","1.4","3.8","18.8","0.18","0.2","0.35","0.03","1.4","<0.001","0.5"
"Eastern Buffer","ET1","2019-01-16","1","Bottom Water","0.3","0.037","0.6","90","7","100","210","0.14","0.011","0.025","8","0.4","32.1","2.9","1.5","4.7","18.8","0.19","0.57","0.72","0.03","1.8","<0.001","0.8"
"Eastern Buffer","ET1","2019-03-22","1","Surface Water","0.6","0.17","2","51","3.7","190","1200","0.096","0.011","0.028","7.8","0.9","32.4","2","0.49","5.7","22","0.28","0.45","0.56","0.04","0.5","0.004","1.2"
"Eastern Buffer","ET1","2019-03-22","1","Middle Water","0.5","0.18","1.7","62","4.5","120","350","0.095","0.012","0.028","7.8","0.4","32.4","2","0.49","6","21.8","0.29","0.76","0.87","0.04","0.4","0.004","1"
"Eastern Buffer","ET1","2019-03-22","1","Bottom Water","0.6","0.16","2","61","4.4","150","420","0.097","0.011","0.027","7.8","0.4","32.6","2","0.47","10","21.6","0.27","0.42","0.53","0.04","0.5","0.004","1.8"
"Eastern Buffer","ET1","2019-05-16","1","Surface Water","0.7","0.042","4.1","91","6.2","120","400","0.093","0.01","0.008","7.8","2","32.5","3.3","0.25","7.1","25.8","0.15","0.27","0.37","0.02","0.8","0.001","1.7"
"Eastern Buffer","ET1","2019-05-16","1","Middle Water","0.7","0.046","4.2","74","5.1","170","450","0.088","0.01","0.007","7.8","2","32.3","3.3","0.22","8.7","25.3","0.14","0.38","0.48","0.02","0.8","0.001","2.5"
"Eastern Buffer","ET1","2019-05-16","1","Bottom Water","1","0.046","4","74","5.1","80","190","0.082","0.009","0.008","7.8","2.2","32.5","3.3","0.28","13","25","0.14","0.33","0.42","0.02","0.9","0.001","3.1"
