"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Victoria Harbour","VM14","2020-06-10","1","Surface Water","0.8","0.005","0.9","98","7.1","2600","14000","1.4","0.13","0.047","7.7","0.3","14.2","2.1","6.7","5.3","27.9","1.54","0.08","1.61","0.05","5.2","<0.001","1.2"
"Victoria Harbour","VM14","2020-06-10","1","Middle Water","0.7","0.038","1","69","4.9","2600","15000","0.8","0.12","0.022","7.7","<0.2","24.1","2.1","3.8","4.6","26","0.96","0.06","0.98","0.05","3.9","<0.001","1.1"
"Victoria Harbour","VM14","2020-06-10","1","Bottom Water","0.5","0.046","0.9","46","3.2","1700","6500","0.55","0.11","0.028","7.7","0.4","30.9","2.1","3.4","7.6","25.1","0.71","0.18","0.84","0.05","6.1","0.001","1.4"
"Victoria Harbour","VM14","2020-08-13","1","Surface Water","1.1","0.082","5.8","83","5.7","900","2300","0.32","0.059","0.008","7.4","1.2","24.1","2.9","0.59","6.9","28.3","0.46","0.24","0.62","0.05","2.8","0.001","1.6"
"Victoria Harbour","VM14","2020-08-13","1","Middle Water","1","0.087","5.6","82","5.6","460","2100","0.31","0.06","0.007","7.3","1.2","24.5","2.9","0.55","7.6","28.3","0.46","0.25","0.62","0.04","3.2","0.001","1.9"
"Victoria Harbour","VM14","2020-08-13","1","Bottom Water","0.9","0.11","4","71","4.8","450","1000","0.28","0.058","0.006","7.9","1.6","28.2","2.9","0.66","8","27.6","0.45","0.66","1","0.05","4.5","0.005","1.6"
"Victoria Harbour","VM14","2020-09-11","1","Surface Water","0.5","0.073","0.7","111","7.5","80","320","0.63","0.11","0.026","7.8","1.1","25","1.8","3.5","3.2","28.5","0.81","0.4","1.14","0.06","3.3","0.003","1.1"
"Victoria Harbour","VM14","2020-09-11","1","Middle Water","0.6","0.082","1","72","4.8","50","250","0.61","0.1","0.029","7.8","1","25.7","1.8","3.7","3.5","28.3","0.79","0.35","1.06","0.06","2.1","0.003","1"
"Victoria Harbour","VM14","2020-09-11","1","Bottom Water","0.4","0.086","1.1","65","4.4","60","430","0.58","0.098","0.019","7.8","0.7","26.1","1.8","3.5","4.2","28.2","0.76","0.27","0.95","0.06","4.6","0.003","1.3"
"Victoria Harbour","VM14","2020-10-28","1","Surface Water","0.5","0.084","1","86","5.9","160","710","0.066","0.053","0.018","8","0.6","33.2","2","0.87","5.2","25.4","0.2","0.76","0.88","0.06","5.1","0.004","1"
"Victoria Harbour","VM14","2020-10-28","1","Middle Water","0.4","0.088","1.4","75","5.1","230","440","0.065","0.053","0.018","8","0.7","33.2","2","0.81","4.1","25.4","0.21","0.78","0.9","0.06","5.1","0.004","0.8"
"Victoria Harbour","VM14","2020-10-28","1","Bottom Water","0.4","0.091","1.1","83","5.6","110","260","0.065","0.053","0.018","8","1.2","33.2","2","0.79","5.1","25.4","0.21","0.4","0.52","0.06","5.9","0.004","0.8"
"Victoria Harbour","VM14","2020-11-11","1","Surface Water","0.8","0.12","5.7","88","6.1","50","110","0.12","0.028","0.013","7.9","1.6","32.7","2.5","0.33","11","24.2","0.27","0.56","0.71","0.06","6.3","0.004","1.9"
"Victoria Harbour","VM14","2020-11-11","1","Middle Water","0.8","0.12","5.3","93","6.4","90","200","0.12","0.028","0.024","7.9","3","32.8","2.5","0.35","11","24.3","0.27","0.4","0.55","0.06","5.6","0.004","2"
"Victoria Harbour","VM14","2020-11-11","1","Bottom Water","0.9","0.12","5.2","95","6.6","70","230","0.12","0.027","0.008","7.8","2.6","32.8","2.5","0.33","13","24.3","0.27","0.6","0.75","0.05","6.3","0.004","2.4"
"Victoria Harbour","VM14","2020-12-17","1","Surface Water","0.5","0.21","0.9","83","6.2","940","2600","0.15","0.026","0.029","7.7","0.4","31.8","2","0.91","18","20.7","0.39","0.95","1.13","0.1","7.5","0.004","2"
"Victoria Harbour","VM14","2020-12-17","1","Middle Water","0.6","0.21","0.4","70","5.2","770","1100","0.15","0.024","0.031","7.7","<0.2","31.8","2","0.93","15","20.7","0.38","1","1.17","0.08","6.6","0.004","0.9"
"Victoria Harbour","VM14","2020-12-17","1","Bottom Water","0.4","0.21","<0.2","73","5.4","650","850","0.15","0.024","0.029","7.7","1.2","31.9","2","0.88","15","20.7","0.38","0.71","0.88","0.08","6.7","0.004","1.8"
"Victoria Harbour","VM15","2020-01-03","1","Surface Water","0.3","0.25","<0.2","68","5.1","250","390","0.19","0.023","0.039","8","1.3","32.1","2.3","1.4","3.9","20.2","0.46","0.8","1.01","0.09","2.6","0.009","0.6"
"Victoria Harbour","VM15","2020-01-03","1","Middle Water","0.5","0.24","1.4","66","5","870","1000","0.19","0.023","0.041","8","<0.2","32.1","2.3","1.3","4.2","20.1","0.45","0.94","1.15","0.11","2.2","0.008","0.8"
"Victoria Harbour","VM15","2020-01-03","1","Bottom Water","0.4","0.23","<0.2","74","5.5","810","1400","0.18","0.022","0.04","8","1.3","32.2","2.3","1.4","9.3","20","0.43","0.7","0.9","0.1","6.2","0.008","1.1"
"Victoria Harbour","VM15","2020-03-11","1","Surface Water","1.1","0.21","1.3","68","5.1","1700","3400","0.083","0.01","0.027","7.7","2.5","32.3","2","0.99","6.8","19.9","0.3","0.86","0.95","0.06","3.9","0.003","1.1"
"Victoria Harbour","VM15","2020-03-11","1","Middle Water","0.9","0.21","1.6","74","5.6","2000","2800","0.083","0.01","0.03","7.8","1.1","32.4","2","1","7","20","0.3","0.54","0.63","0.07","3.6","0.004","1"
"Victoria Harbour","VM15","2020-03-11","1","Bottom Water","1.1","0.21","1.1","79","5.9","2800","5500","0.082","0.01","0.028","7.9","1","32.4","2","0.98","9.3","20","0.3","0.87","0.96","0.06","5.2","0.005","1.2"
"Victoria Harbour","VM15","2020-05-07","1","Surface Water","0.7","0.21","0.7","75","5.2","1900","3600","0.22","0.011","0.02","7.8","0.4","30.5","1.8","1.4","4.5","25","0.44","0.59","0.82","0.04","4.8","0.007","0.8"
"Victoria Harbour","VM15","2020-05-07","1","Middle Water","0.6","0.2","0.5","75","5.3","5600","11000","0.19","0.011","0.003","7.9","0.5","30.9","1.8","1.3","7.6","24.7","0.4","0.43","0.63","0.04","6.5","0.006","1.2"
"Victoria Harbour","VM15","2020-05-07","1","Bottom Water","0.8","0.21","0.8","76","5.3","8200","20000","0.18","0.01","0.02","7.8","0.9","31","1.8","1.3","9","24.7","0.4","0.65","0.84","0.04","8.2","0.006","1.2"
"Victoria Harbour","VM15","2020-06-10","1","Surface Water","0.7","0.15","0.2","86","6","340","2000","0.59","0.11","0.028","7.8","0.4","25.2","2.4","3.5","3.1","26.8","0.85","0.23","0.93","0.05","7.6","0.005","1"
"Victoria Harbour","VM15","2020-06-10","1","Middle Water","0.8","0.15","0.5","62","4.3","590","1500","0.6","0.11","0.033","7.8","<0.2","26.7","2.4","3.5","3.4","26.2","0.86","0.28","0.99","0.05","2.2","0.004","0.9"
"Victoria Harbour","VM15","2020-06-10","1","Bottom Water","0.5","0.086","0.5","53","3.7","320","1200","0.29","0.082","0.021","7.8","1.2","32.1","2.4","1.9","5.7","24.3","0.46","0.54","0.91","0.05","5.5","0.002","1.2"
"Victoria Harbour","VM15","2020-08-13","1","Surface Water","1.3","0.098","5.1","96","6.4","620","1700","0.23","0.039","0.006","8.1","2.2","25.6","2.3","0.38","6.4","28.8","0.37","0.39","0.66","0.05","2.2","0.007","1.9"
"Victoria Harbour","VM15","2020-08-13","1","Middle Water","1.4","0.15","5","85","5.7","2400","4500","0.23","0.042","0.005","8","1.8","26","2.3","0.36","6.5","28.6","0.42","0.42","0.69","0.04","2.5","0.009","1.6"
"Victoria Harbour","VM15","2020-08-13","1","Bottom Water","1.1","0.28","4.5","45","3","1100","1800","0.19","0.04","0.017","6.7","2.5","29.8","2.3","1.1","14","27.7","0.51","0.97","1.2","0.08","8.7","0.002","2.8"
"Victoria Harbour","VM15","2020-09-11","1","Surface Water","1.7","0.64","2.4","100","6.6","6100","36000","0.18","0.043","0.046","7.9","<0.2","30.3","2.6","1.9","3.7","27.6","0.86","1","1.22","0.12","3.3","0.025","1.7"
"Victoria Harbour","VM15","2020-09-11","1","Middle Water","1","0.39","2.6","54","3.6","2200","7600","0.18","0.038","0.04","7.9","<0.2","30.4","2.6","1.7","2.9","27.3","0.61","0.71","0.93","0.09","2.4","0.015","1.2"
"Victoria Harbour","VM15","2020-09-11","1","Bottom Water","1","0.29","0.9","47","3.1","8000","25000","0.16","0.034","0.042","7.9","1.6","30.9","2.6","2","18","27.2","0.48","0.62","0.81","0.09","16.8","0.012","2.6"
"Victoria Harbour","VM15","2020-10-28","1","Surface Water","0.8","0.12","2.7","84","5.7","170","370","0.059","0.036","0.019","8","0.6","33.2","2.5","0.82","3.6","25.4","0.22","0.63","0.73","0.06","5.5","0.006","0.8"
"Victoria Harbour","VM15","2020-10-28","1","Middle Water","0.6","0.12","2","74","5.1","520","1000","0.058","0.037","0.02","8","0.7","33.2","2.5","0.82","4.9","25.4","0.22","1.1","1.2","0.06","5","0.006","0.9"
"Victoria Harbour","VM15","2020-10-28","1","Bottom Water","0.5","0.13","1.4","80","5.4","500","1000","0.058","0.038","0.021","8","1.3","33.2","2.5","0.84","5.1","25.4","0.23","0.82","0.92","0.06","8.8","0.006","0.7"
"Victoria Harbour","VM15","2020-11-11","1","Surface Water","1","0.14","6","97","6.7","2700","5600","0.11","0.02","0.019","7.8","3.7","32.8","1.5","0.24","16","24.2","0.27","0.65","0.78","0.08","5.5","0.004","3.3"
"Victoria Harbour","VM15","2020-11-11","1","Middle Water","1","0.15","6.3","96","6.7","3300","9600","0.099","0.02","0.016","7.8","2.6","32.8","1.5","0.25","15","24.1","0.27","0.3","0.42","0.06","6","0.004","2.8"
"Victoria Harbour","VM15","2020-11-11","1","Bottom Water","1","0.15","7.6","95","6.6","3000","6800","0.099","0.021","0.013","7.8","3.4","32.8","1.5","0.26","19","24.1","0.27","0.5","0.62","0.06","6.8","0.004","3.8"
"Victoria Harbour","VM15","2020-12-17","1","Surface Water","0.2","0.15","0.7","83","6.3","2000","2400","0.17","0.022","0.029","7.7","0.8","31.7","2.4","0.93","12","20.2","0.34","0.73","0.92","0.08","6.6","0.003","1.6"
"Victoria Harbour","VM15","2020-12-17","1","Middle Water","0.2","0.14","0.3","68","5.1","1600","1900","0.17","0.022","0.03","7.7","<0.2","31.7","2.4","0.95","14","20.5","0.33","0.69","0.88","0.08","6.6","0.002","2.5"
"Victoria Harbour","VM15","2020-12-17","1","Bottom Water","0.2","0.15","<0.2","77","5.7","1700","3600","0.16","0.022","0.029","7.7","1.3","31.7","2.4","0.86","15","20.5","0.33","0.59","0.77","0.08","8.8","0.003","1.3"
"Victoria Harbour","VM2","2020-01-02","1","Surface Water","0.3","0.095","0.9","78","5.9","280","500","0.17","0.018","0.034","8","<0.2","32.1","2.5","1.2","2.7","19.3","0.28","0.61","0.8","0.08","1.4","0.003","0.5"
"Victoria Harbour","VM2","2020-01-02","1","Middle Water","0.3","0.083","0.3","86","6.5","270","590","0.14","0.014","0.03","8","0.7","32.3","2.5","1.2","3.8","19.7","0.24","0.61","0.76","0.08","2","0.003","0.7"
"Victoria Harbour","VM2","2020-01-02","1","Bottom Water","0.3","0.091","0.4","85","6.4","340","810","0.15","0.016","0.032","8","0.6","32.3","2.5","1","3.4","19.7","0.26","0.87","1.04","0.09","2.3","0.003","<0.5"
"Victoria Harbour","VM2","2020-03-11","1","Surface Water","1","0.077","1.9","76","5.8","170","230","0.036","0.008","0.014","8.1","1","32.8","2.5","0.68","3.4","19.3","0.12","0.85","0.89","0.04","1.5","0.003","0.9"
"Victoria Harbour","VM2","2020-03-11","1","Middle Water","1.1","0.08","1.7","90","6.8","130","230","0.036","0.008","0.014","8.1","1.5","32.9","2.5","0.71","3.2","19.5","0.12","0.29","0.33","0.04","1.5","0.003","0.8"
"Victoria Harbour","VM2","2020-03-11","1","Bottom Water","0.6","0.08","1.7","91","6.9","160","260","0.037","0.007","0.016","8.1","1.1","32.9","2.5","0.69","4.5","19.5","0.12","0.35","0.39","0.04","1.5","0.003","1"
"Victoria Harbour","VM2","2020-04-24","1","Surface Water","0.4","0.1","0.7","86","6.2","400","710","0.074","0.006","0.014","7.7","<0.2","32.9","2.4","0.36","12","22.2","0.18","1.1","1.18","0.03","3.2","0.002","1.7"
"Victoria Harbour","VM2","2020-04-24","1","Middle Water","0.4","0.1","<0.2","70","5","310","690","0.062","0.007","0.011","7.7","1.5","32.9","2.4","0.3","11","22.2","0.17","0.65","0.72","0.03","2.7","0.002","1.5"
"Victoria Harbour","VM2","2020-04-24","1","Bottom Water","0.6","0.097","0.4","85","6.1","340","510","0.064","0.008","0.013","7.7","<0.2","33.1","2.4","0.3","10","22.2","0.17","0.32","0.39","<0.02","3","0.002","1.7"
"Victoria Harbour","VM2","2020-05-13","1","Surface Water","1.4","0.2","7.7","92","6.3","520","2000","0.14","0.019","0.017","7.8","1.6","31.8","2.2","0.79","11","25","0.36","0.32","0.48","0.04","1.9","0.005","2.9"
"Victoria Harbour","VM2","2020-05-13","1","Middle Water","1.1","0.14","3.6","77","5.3","450","1100","0.11","0.013","0.01","7.8","1.7","32.5","2.2","0.7","12","24.6","0.26","0.56","0.68","0.04","2.9","0.003","2.2"
"Victoria Harbour","VM2","2020-05-13","1","Bottom Water","0.9","0.12","3","78","5.4","150","390","0.078","0.009","0.014","7.8","1.7","34","2.2","0.62","8.2","23.4","0.21","0.59","0.68","0.04","5.2","0.003","1.4"
"Victoria Harbour","VM2","2020-06-08","1","Surface Water","0.7","0.13","<0.2","65","4.5","1700","3900","0.32","0.072","0.003","7.7","1.2","28.2","2.9","1.9","7.9","25.8","0.52","0.24","0.63","0.04","1.7","0.003","1.6"
"Victoria Harbour","VM2","2020-06-08","1","Middle Water","0.7","0.097","<0.2","63","4.4","1900","5600","0.27","0.069","0.009","7.7","0.4","29.4","2.9","1.8","7.2","25.3","0.44","0.76","1.1","0.03","2.5","0.002","1.3"
"Victoria Harbour","VM2","2020-06-08","1","Bottom Water","0.6","0.08","<0.2","57","4","1200","1600","0.19","0.055","0.01","7.8","1","33.1","2.9","1.5","11","23.8","0.33","0.69","0.94","0.03","4.1","0.002","2"
"Victoria Harbour","VM2","2020-07-17","1","Surface Water","2.2","0.069","16","107","7.3","290","650","0.32","0.03","0.006","8.2","4","25.6","2.3","1.1","4.4","27.4","0.42","0.25","0.6","0.05","1.8","0.006","1.7"
"Victoria Harbour","VM2","2020-07-17","1","Middle Water","1.8","0.089","12","100","6.9","190","420","0.24","0.028","0.003","8.1","4.1","27.9","2.3","0.77","4","26.6","0.36","0.33","0.6","0.05","2.4","0.006","1.3"
"Victoria Harbour","VM2","2020-07-17","1","Bottom Water","1.8","0.072","14","41","4","340","910","0.27","0.03","0.007","7.9","4","33.3","2.3","0.83","5","22.7","0.37","0.51","0.81","0.07","3.8","0.002","1.6"
"Victoria Harbour","VM2","2020-08-27","1","Surface Water","1.3","0.16","9.4","86","5.7","390","1500","0.28","0.081","0.045","7.9","1.7","28.2","2.5","1.4","1.9","28.6","0.52","0.68","1.04","0.09","1.2","0.008","1"
"Victoria Harbour","VM2","2020-08-27","1","Middle Water","0.9","0.14","7.3","79","5.3","370","910","0.25","0.072","0.037","7.8","1.6","29.4","2.5","1.5","1.6","27.9","0.46","0.76","1.08","0.04","2.9","0.005","0.8"
"Victoria Harbour","VM2","2020-08-27","1","Bottom Water","0.7","0.067","3","55","3.8","190","620","0.12","0.063","0.023","7.8","2.1","33.6","2.5","1.3","7.8","25.2","0.25","0.35","0.53","0.04","9.6","0.002","1.4"
"Victoria Harbour","VM2","2020-09-21","1","Surface Water","0.6","0.086","0.5","71","4.6","270","1100","0.079","0.013","0.014","7.9","0.8","31.1","2.1","0.99","11","28.9","0.18","0.68","0.77","0.08","4.4","0.004","2.2"
"Victoria Harbour","VM2","2020-09-21","1","Middle Water","0.6","0.092","0.9","81","5.2","320","630","0.074","0.014","0.015","7.9","0.5","31.3","2.1","0.79","13","28.9","0.18","0.25","0.34","0.07","5.7","0.004","1.7"
"Victoria Harbour","VM2","2020-09-21","1","Bottom Water","0.5","0.086","0.6","81","5.2","390","1200","0.066","0.014","0.016","7.9","1","31.4","2.1","0.74","17","29","0.17","0.23","0.31","0.06","7","0.004","2.2"
"Victoria Harbour","VM2","2020-10-05","1","Surface Water","0.4","0.11","1.3","79","5.1","70","230","0.088","0.017","0.02","8","0.4","31.6","2.2","0.84","2.7","29.1","0.22","1.1","1.21","0.07","4.2","0.006","<0.5"
"Victoria Harbour","VM2","2020-10-05","1","Middle Water","0.5","0.12","1.1","83","5.3","120","300","0.087","0.017","0.019","8","0.9","31.7","2.2","0.87","2.9","29","0.22","1.3","1.4","0.08","4.1","0.007","0.7"
"Victoria Harbour","VM2","2020-10-05","1","Bottom Water","0.6","0.11","0.8","83","5.3","340","800","0.079","0.016","0.021","8","1.7","31.8","2.2","0.83","3.1","28.9","0.21","1.2","1.3","0.08","3.9","0.006","0.7"
"Victoria Harbour","VM2","2020-11-04","1","Surface Water","0.6","0.028","2.1","81","5.6","46","90","0.086","0.026","0.017","7.8","1","33.1","2.8","0.95","1.4","24.4","0.14","0.35","0.46","0.03","4.7","<0.001","<0.5"
"Victoria Harbour","VM2","2020-11-04","1","Middle Water","0.4","0.027","2","91","6.3","55","70","0.084","0.026","0.015","7.8","0.9","33.2","2.8","0.92","3.7","24.4","0.14","0.32","0.43","0.05","3.6","<0.001","1.4"
"Victoria Harbour","VM2","2020-11-04","1","Bottom Water","0.4","0.027","2.6","92","6.4","81","100","0.084","0.026","0.017","7.8","1.1","33.2","2.8","0.98","2.7","24.3","0.14","0.59","0.7","0.05","4.1","<0.001","0.9"
"Victoria Harbour","VM2","2020-12-03","1","Surface Water","0.8","0.046","4.4","92","6.7","120","200","0.1","0.016","0.013","7.8","<0.2","32.3","2.2","0.35","12","21.9","0.16","0.52","0.64","0.06","5.2","0.001","2.1"
"Victoria Harbour","VM2","2020-12-03","1","Middle Water","0.7","0.047","3.1","94","6.8","93","250","0.098","0.016","0.012","7.8","0.2","32.1","2.2","0.34","13","22.3","0.16","0.92","1.03","0.06","4.5","0.001","2"
"Victoria Harbour","VM2","2020-12-03","1","Bottom Water","0.8","0.05","1.7","100","7.2","80","290","0.1","0.016","0.012","7.8","0.9","32.1","2.2","0.32","13","22.3","0.17","0.82","0.94","0.05","4.5","0.001","2.2"
"Victoria Harbour","VM4","2020-01-02","1","Surface Water","0.2","0.11","0.7","71","5.4","330","820","0.16","0.016","0.032","8","<0.2","32.2","2.5","1.3","3.2","19.7","0.29","0.57","0.75","0.06","1.9","0.003","0.5"
"Victoria Harbour","VM4","2020-01-02","1","Middle Water","0.3","0.11","<0.2","83","6.3","390","730","0.16","0.016","0.032","8","1.1","32.3","2.5","1.3","4.1","19.7","0.29","0.53","0.71","0.08","2.1","0.003","0.5"
"Victoria Harbour","VM4","2020-01-02","1","Bottom Water","0.3","0.11","0.3","85","6.4","280","670","0.16","0.015","0.032","8","0.7","32.3","2.5","1.1","5","19.8","0.29","0.48","0.66","0.09","2.6","0.003","0.6"
"Victoria Harbour","VM4","2020-03-11","1","Surface Water","0.9","0.13","2.2","96","7.2","800","1200","0.057","0.009","0.019","8.1","1.2","32.4","2.2","0.8","4.8","19.6","0.2","0.54","0.61","0.05","2.3","0.004","0.8"
"Victoria Harbour","VM4","2020-03-11","1","Middle Water","1","0.11","2","87","6.6","830","1000","0.048","0.008","0.018","8.1","1.5","32.8","2.2","0.8","4.8","19.6","0.17","0.3","0.36","0.04","1.8","0.004","0.9"
"Victoria Harbour","VM4","2020-03-11","1","Bottom Water","0.7","0.11","2","90","6.8","750","1200","0.049","0.008","0.017","8.1","1.6","32.8","2.2","0.77","4.3","19.5","0.17","1.2","1.26","0.08","1.7","0.004","0.8"
"Victoria Harbour","VM4","2020-04-24","1","Surface Water","0.5","0.13","<0.2","77","5.5","220","370","0.078","0.009","0.013","7.4","1.9","32.8","2.5","0.36","10","22.2","0.22","0.67","0.76","0.03","2.6","0.001","1.7"
"Victoria Harbour","VM4","2020-04-24","1","Middle Water","0.6","0.1","0.8","71","5.1","200","440","0.06","0.008","0.012","7.5","<0.2","32.9","2.5","0.32","9.7","22.2","0.17","0.66","0.73","0.03","2.5","0.001","1.3"
"Victoria Harbour","VM4","2020-04-24","1","Bottom Water","0.4","0.096","0.3","85","6.1","150","450","0.049","0.005","0.01","7.6","1","33.1","2.5","0.3","11","22.2","0.15","0.5","0.55","<0.02","3","0.001","1.8"
"Victoria Harbour","VM4","2020-05-13","1","Surface Water","1.6","0.23","7.8","90","6.2","500","2500","0.21","0.038","0.02","7.8","1.7","31.5","2.5","0.92","14","25","0.48","0.35","0.6","0.05","1.5","0.006","3.3"
"Victoria Harbour","VM4","2020-05-13","1","Middle Water","1.1","0.18","5.6","80","5.5","540","2800","0.15","0.022","0.012","7.8","2","32","2.5","0.82","13","24.8","0.35","0.5","0.67","0.05","2.1","0.005","2.4"
"Victoria Harbour","VM4","2020-05-13","1","Bottom Water","1.1","0.21","6.2","77","5.4","420","3800","0.16","0.023","0.011","7.8","2.2","33.5","2.5","0.84","7.6","23.8","0.39","0.2","0.38","0.06","4.6","0.005","1.6"
"Victoria Harbour","VM4","2020-06-08","1","Surface Water","0.7","0.13","0.3","68","4.7","1200","5500","0.37","0.085","0.011","7.7","1.4","26.8","2.4","2.1","7.6","26.3","0.59","0.14","0.6","0.04","1.6","0.004","1.4"
"Victoria Harbour","VM4","2020-06-08","1","Middle Water","0.7","0.1","0.3","66","4.6","1700","5600","0.29","0.071","0.009","7.8","0.7","29.2","2.4","1.8","6.9","25.4","0.46","0.51","0.87","0.03","2.8","0.003","1.4"
"Victoria Harbour","VM4","2020-06-08","1","Bottom Water","0.7","0.063","0.5","57","4","750","2300","0.16","0.053","0.012","7.8","0.8","32.8","2.4","1.4","11","24","0.28","0.73","0.94","0.03","3.9","0.002","2.1"
"Victoria Harbour","VM4","2020-07-17","1","Surface Water","2","0.066","19","100","6.8","90","170","0.36","0.037","0.01","8.3","4.1","24.5","2","1.1","4","27.7","0.46","0.17","0.57","0.08","1.7","0.007","1.6"
"Victoria Harbour","VM4","2020-07-17","1","Middle Water","1.4","0.19","8.7","101","7","500","980","0.23","0.034","0.019","7.9","5.4","28.1","2","1.3","4.6","25.7","0.45","0.8","1.06","0.05","2.2","0.007","1.3"
"Victoria Harbour","VM4","2020-07-17","1","Bottom Water","1.3","0.12","8.6","40","4.6","210","550","0.27","0.034","0.015","7.9","3.7","33.6","2","1.4","5.1","22.5","0.42","0.5","0.8","0.06","4.7","0.004","1.5"
"Victoria Harbour","VM4","2020-08-27","1","Surface Water","0.9","0.11","5.6","75","4.9","60","180","0.22","0.062","0.027","7.8","1.7","28.8","3.1","1.5","1.8","28.5","0.39","0.72","1","0.06","1","0.004","0.8"
"Victoria Harbour","VM4","2020-08-27","1","Middle Water","1","0.12","4.8","77","5.1","320","820","0.22","0.062","0.028","7.8","2.4","28.8","3.1","1.5","1.4","28.4","0.4","0.54","0.82","0.04","1.1","0.005","0.8"
"Victoria Harbour","VM4","2020-08-27","1","Bottom Water","0.9","0.13","4.9","73","4.9","190","480","0.22","0.062","0.031","7.8","2.4","29.2","3.1","1.5","1.6","28.2","0.41","0.84","1.12","0.06","1.5","0.005","0.8"
"Victoria Harbour","VM4","2020-09-21","1","Surface Water","0.5","0.15","1.2","82","5.3","1000","1200","0.15","0.025","0.025","7.9","<0.2","30.8","2.3","1.5","13","28.8","0.33","0.71","0.89","0.08","6.6","0.006","2.5"
"Victoria Harbour","VM4","2020-09-21","1","Middle Water","0.7","0.13","1.3","74","4.8","670","920","0.11","0.021","0.023","7.9","0.5","30.9","2.3","1.1","16","28.8","0.26","0.39","0.52","0.07","6.3","0.005","2.3"
"Victoria Harbour","VM4","2020-09-21","1","Bottom Water","0.8","0.12","0.3","79","5.1","930","1200","0.1","0.018","0.023","7.9","0.8","31.3","2.3","0.98","14","28.9","0.24","0.35","0.47","0.07","6.5","0.005","1.8"
"Victoria Harbour","VM4","2020-10-05","1","Surface Water","0.6","0.14","1.7","80","5.2","370","1200","0.11","0.019","0.022","8","0.7","31","2.6","0.91","3.2","29","0.27","0.92","1.05","0.08","4.5","0.008","0.6"
"Victoria Harbour","VM4","2020-10-05","1","Middle Water","0.7","0.13","1.3","84","5.4","640","1400","0.099","0.017","0.022","8","1","31.5","2.6","0.84","3.6","29","0.25","1.2","1.32","0.08","4.4","0.007","0.9"
"Victoria Harbour","VM4","2020-10-05","1","Bottom Water","0.5","0.12","0.9","83","5.4","720","2000","0.095","0.017","0.024","8","1.3","32","2.6","0.89","3.7","28.9","0.23","1.1","1.21","0.08","5.4","0.007","0.8"
"Victoria Harbour","VM4","2020-11-04","1","Surface Water","0.5","0.032","2.4","91","6.3","20","30","0.086","0.027","0.017","7.9","0.9","33.1","2.2","0.93","2","24.3","0.15","0.41","0.52","0.03","3.6","<0.001","<0.5"
"Victoria Harbour","VM4","2020-11-04","1","Middle Water","0.4","0.033","2.1","89","6.2","20","140","0.087","0.027","0.016","7.8","1.7","33.2","2.2","0.94","2.1","24.4","0.15","0.53","0.64","0.05","3.6","<0.001","0.8"
"Victoria Harbour","VM4","2020-11-04","1","Bottom Water","0.4","0.035","1.9","92","6.4","50","170","0.089","0.027","0.017","7.8","1.3","33.2","2.2","0.95","2.9","24.4","0.15","0.94","1.06","0.05","3.7","0.001","0.8"
"Victoria Harbour","VM4","2020-12-03","1","Surface Water","0.6","0.043","2.8","86","6.2","190","540","0.11","0.017","0.013","7.8","1.4","32.2","2.2","0.34","12","22","0.17","0.7","0.83","0.05","9.4","0.001","2.4"
"Victoria Harbour","VM4","2020-12-03","1","Middle Water","0.8","0.046","2.7","95","6.9","60","180","0.1","0.016","0.014","7.8","1.3","32.1","2.2","0.34","12","22.4","0.16","0.89","1.01","0.04","4.5","0.001","2.7"
"Victoria Harbour","VM4","2020-12-03","1","Bottom Water","0.8","0.047","3.1","96","6.9","80","310","0.11","0.016","0.014","7.8","0.8","32.1","2.2","0.31","13","22.3","0.17","0.92","1.05","0.07","5.1","0.001","3"
"Victoria Harbour","VM5","2020-01-02","1","Surface Water","0.3","0.12","<0.2","74","5.6","480","1600","0.17","0.017","0.033","8","1","32.2","3","1.3","3.7","19.6","0.31","0.59","0.78","0.07","2.4","0.004","0.7"
"Victoria Harbour","VM5","2020-01-02","1","Middle Water","0.3","0.13","0.3","83","6.3","620","1300","0.17","0.017","0.034","8","0.7","32.3","3","1.4","5","19.8","0.32","0.66","0.85","0.08","2.6","0.004","0.8"
"Victoria Harbour","VM5","2020-01-02","1","Bottom Water","0.3","0.12","0.2","83","6.3","450","1400","0.17","0.016","0.032","8","1.1","32.3","3","1.1","5.4","19.8","0.31","0.58","0.77","0.09","2.6","0.004","0.8"
