"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM16","2020-12-09","1","Middle Water","0.5","0.027","1.7","92","6.8","1","1","0.14","0.01","0.011","7.8","0.4","32.4","3.2","0.75","1.7","20.8","0.18","0.48","0.63","0.05","2.9","<0.001","<0.5"
"Mirs Bay","MM16","2020-12-09","1","Bottom Water","0.3","0.025","0.3","94","6.9","<1","<1","0.12","0.01","0.01","7.8","1.3","32.5","3.2","0.7","1.7","20.8","0.16","0.34","0.47","0.04","5.3","<0.001","0.5"
"Mirs Bay","MM17","2020-01-13","1","Surface Water","0.6","0.028","3.4","97","7.3","<1","1","0.002","<0.002","0.006","8.3","2","32.7","3.2","0.08","9.4","19.8","0.03","0.27","0.27","0.04","1","0.002","2"
"Mirs Bay","MM17","2020-01-13","1","Middle Water","0.9","0.031","2.5","101","7.6","<1","<1","0.003","<0.002","0.004","8.3","1.9","32.7","3.2","0.11","11","19.9","0.04","0.15","0.16","0.02","1.4","0.002","2.2"
"Mirs Bay","MM17","2020-01-13","1","Bottom Water","0.7","0.041","2.9","99","7.4","<1","<1","<0.002","0.002","0.005","8.3","1.7","32.7","3.2","0.1","8.6","19.9","0.05","0.34","0.34","0.03","1.2","0.002","1.6"
"Mirs Bay","MM17","2020-03-19","1","Surface Water","0.9","0.028","8.5","86","6.4","<1","1","<0.002","<0.002","0.007","8.2","1.9","32.6","3.3","0.42","8","20.1","0.03","0.54","0.54","0.04","1.1","0.001","2"
"Mirs Bay","MM17","2020-03-19","1","Middle Water","0.9","0.022","3.6","100","7.5","1","1","<0.002","<0.002","0.009","8.2","1.6","32.7","3.3","0.58","8.4","19.9","0.03","0.56","0.56","0.04","0.4","<0.001","1.7"
"Mirs Bay","MM17","2020-03-19","1","Bottom Water","0.5","0.035","3.1","93","7","<1","1","<0.002","<0.002","0.006","8.1","1.8","32.8","3.3","0.62","8.4","19.7","0.04","0.58","0.58","0.04","1","0.001","1.6"
"Mirs Bay","MM17","2020-05-21","1","Surface Water","0.4","0.037","1.2","88","5.9","1","63","<0.002","<0.002","0.008","7.9","1.7","32.8","2.9","0.08","1.2","26.7","0.04","0.24","0.24","<0.02","1.7","0.002","0.5"
"Mirs Bay","MM17","2020-05-21","1","Middle Water","0.6","0.035","1.5","96","6.4","<1","1","0.003","<0.002","0.009","7.9","1.1","33.2","2.9","0.1","1.2","26.9","0.04","0.19","0.2","<0.02","2.2","0.001","<0.5"
"Mirs Bay","MM17","2020-05-21","1","Bottom Water","0.2","0.041","0.6","62","4.3","<1","<1","<0.002","0.002","0.011","7.8","0.7","33.9","2.9","0.37","1.3","23.9","0.05","0.22","0.22","<0.02","2.4","<0.001","<0.5"
"Mirs Bay","MM17","2020-06-15","1","Surface Water","1.3","0.015","5.3","98","6.5","<1","<1","0.005","0.002","<0.002","7.9","0.8","28.8","4.5","0.32","1.7","28.8","0.02","0.8","0.81","<0.02","1.4","<0.001","1.2"
"Mirs Bay","MM17","2020-06-15","1","Middle Water","1.1","0.026","2.7","97","6.4","<1","<1","0.034","0.006","<0.002","8.1","0.8","29.9","4.5","0.55","1.5","28.4","0.07","0.77","0.81","<0.02","1.4","0.002","1"
"Mirs Bay","MM17","2020-06-15","1","Bottom Water","0.9","0.025","3.6","21","1.4","<1","<1","0.024","0.01","0.004","7.7","1.6","33.3","4.5","0.86","1.7","25.3","0.06","0.29","0.32","<0.02","2.3","<0.001","1.1"
"Mirs Bay","MM17","2020-07-16","1","Surface Water","1.3","0.025","1.8","101","6.5","<1","<1","0.003","<0.002","0.018","8","<0.2","33.8","4.3","0.98","1.8","28.3","0.03","0.12","0.13","0.04","3.7","0.001","0.9"
"Mirs Bay","MM17","2020-07-16","1","Middle Water","1","0.03","1.2","90","6.1","<1","<1","0.002","<0.002","0.009","8","0.6","34.8","4.3","0.9","1.9","25.3","0.03","0.21","0.21","0.05","1.1","0.001","0.7"
"Mirs Bay","MM17","2020-07-16","1","Bottom Water","1.1","0.033","2.8","58","4.2","<1","<1","0.003","0.003","0.012","7.9","0.7","34.4","4.3","0.84","1.7","21.6","0.04","0.24","0.25","0.05","2.3","<0.001","1"
"Mirs Bay","MM17","2020-09-14","1","Surface Water","1.2","<0.005","2.4","96","6.1","1","1","0.002","<0.002","0.007","8.1","<0.2","31.3","4.2","0.1","1.5","29.6","<0.01","0.56","0.56","0.04","2.5","<0.001","0.9"
"Mirs Bay","MM17","2020-09-14","1","Middle Water","0.9","0.005","3.3","96","6.2","<1","2","<0.002","<0.002","0.004","7.8","<0.2","32.6","4.2","0.33","2.9","28.6","<0.01","0.52","0.52","0.04","2.5","<0.001","1.2"
"Mirs Bay","MM17","2020-09-14","1","Bottom Water","0.9","0.033","1.7","16","1.1","<1","17","0.013","0.013","0.017","7.5","0.5","34.1","4.2","1.1","1.6","24.7","0.06","0.37","0.4","0.06","3.7","<0.001","0.8"
"Mirs Bay","MM17","2020-10-19","1","Surface Water","0.4","0.019","1.6","85","5.7","<1","1","<0.002","0.009","0.011","8.1","1.2","32","3","0.55","1.2","27","0.03","0.42","0.43","0.06","2.6","0.001","0.6"
"Mirs Bay","MM17","2020-10-19","1","Middle Water","0.4","0.015","1.3","94","6.2","<1","<1","<0.002","0.009","0.007","8.1","1.6","32","3","0.77","1.4","27","0.03","0.99","1","0.11","2.6","<0.001","0.7"
"Mirs Bay","MM17","2020-10-19","1","Bottom Water","0.3","0.028","1.1","89","6","<1","<1","0.011","0.003","0.009","8","0.7","32.2","3","0.73","1.8","26.9","0.04","1","1.01","0.06","3.1","0.002","0.8"
"Mirs Bay","MM17","2020-11-19","1","Surface Water","0.8","0.014","1.8","83","5.8","2","3","0.004","0.002","0.009","7.9","0.8","32.8","3.9","0.18","0.9","24.4","0.02","0.33","0.34","0.07","4.1","<0.001","0.5"
"Mirs Bay","MM17","2020-11-19","1","Middle Water","0.6","0.027","1.4","94","6.5","<1","<1","0.003","<0.002","0.01","7.9","1.4","33","3.9","0.18","1.2","24","0.03","0.37","0.38","0.06","2.6","<0.001","<0.5"
"Mirs Bay","MM17","2020-11-19","1","Bottom Water","0.5","0.025","0.9","95","6.6","<1","<1","<0.002","0.004","0.01","7.9","0.6","33.1","3.9","0.18","1.4","23.9","0.03","0.51","0.52","0.07","2.6","<0.001","0.5"
"Mirs Bay","MM19","2020-01-17","1","Surface Water","1.2","0.032","1","90","6.8","<1","<1","0.039","0.008","0.006","8.3","1.5","32.5","3","0.42","2","19.4","0.08","0.47","0.52","0.06","0.7","0.002","0.6"
"Mirs Bay","MM19","2020-01-17","1","Middle Water","1.5","0.025","1.4","99","7.5","<1","<1","<0.002","0.01","0.004","8.3","1.3","32.5","3","0.43","2.8","19.5","0.04","0.36","0.37","0.03","0.8","0.001","0.9"
"Mirs Bay","MM19","2020-01-17","1","Bottom Water","0.9","0.04","0.4","95","7.1","<1","<1","0.022","0.009","0.004","8.2","1.7","33.1","3","0.56","2.9","20.2","0.07","0.59","0.62","0.03","3.3","0.002","0.5"
"Mirs Bay","MM19","2020-03-18","1","Surface Water","0.6","0.05","5.4","89","6.7","<1","3","0.003","0.002","0.006","8.2","1.6","32.9","3.5","0.37","6.8","19.3","0.06","0.61","0.62","0.04","0.6","0.002","1.4"
"Mirs Bay","MM19","2020-03-18","1","Middle Water","0.3","0.037","3","97","7.4","<1","<1","<0.002","0.003","0.011","8.2","1.7","33.2","3.5","0.39","6.1","19.3","0.04","0.54","0.55","0.04","0.5","0.002","0.9"
"Mirs Bay","MM19","2020-03-18","1","Bottom Water","0.1","0.04","2.7","99","7.5","<1","<1","<0.002","0.003","0.009","8.2","1.5","33.3","3.5","0.38","6.2","19.2","0.05","0.65","0.66","0.04","2.6","0.002","1.2"
"Mirs Bay","MM19","2020-05-20","1","Surface Water","1.3","0.029","2.6","98","6.7","1","1","0.099","0.01","0.003","8","0.9","30.4","3.2","<0.05","1.7","26.7","0.14","0.36","0.47","<0.02","3.4","0.002","0.9"
"Mirs Bay","MM19","2020-05-20","1","Middle Water","1.2","0.033","3.1","63","4.4","<1","1","0.065","0.009","0.006","7.8","2.3","34.1","3.2","<0.05","1.6","23.6","0.11","0.61","0.68","0.02","2.5","<0.001","0.9"
"Mirs Bay","MM19","2020-05-20","1","Bottom Water","1","0.03","2.2","65","4.5","<1","1","0.043","0.007","0.008","7.8","1.3","34.3","3.2","0.06","1.5","23.3","0.08","0.38","0.43","<0.02","5.6","<0.001","0.8"
"Mirs Bay","MM19","2020-06-22","1","Surface Water","1.8","0.019","10","95","6.5","<1","7","0.046","0.022","0.007","8.1","2.5","32.9","2.6","0.29","14","25","0.09","0.46","0.53","0.03","2.1","<0.001","2.9"
"Mirs Bay","MM19","2020-06-22","1","Middle Water","0.7","0.024","2.4","56","4","<1","1","0.03","0.023","0.008","7.9","1.3","34.2","2.6","0.75","9.1","23","0.08","0.34","0.39","0.03","3.7","<0.001","1.5"
"Mirs Bay","MM19","2020-06-22","1","Bottom Water","0.5","0.022","0.9","60","4.3","<1","<1","0.04","0.013","0.01","7.9","0.7","34.3","2.6","0.72","12","22.5","0.08","0.17","0.22","0.03","5","<0.001","1.5"
"Mirs Bay","MM19","2020-09-23","1","Surface Water","0.3","0.022","1.1","89","5.6","<1","1","<0.002","0.003","0.006","8","<0.2","32.3","3.6","0.32","7","29.7","0.03","0.54","0.55","0.05","2.7","0.001","1.8"
"Mirs Bay","MM19","2020-09-23","1","Middle Water","<0.1","0.009","0.7","92","5.9","<1","1","<0.002","0.005","0.006","8","0.6","32.4","3.6","0.32","7.3","29.3","0.02","0.53","0.54","0.05","3.1","<0.001","1.7"
"Mirs Bay","MM19","2020-09-23","1","Bottom Water","0.1","0.006","0.7","91","5.8","<1","<1","<0.002","0.003","0.007","8","0.3","32.4","3.6","0.32","1.2","29.3","0.01","0.41","0.42","0.05","4.4","<0.001","0.5"
"Mirs Bay","MM19","2020-10-29","1","Surface Water","0.4","<0.005","1.1","86","5.9","<1","<1","0.029","0.023","0.023","8.1","0.5","33.4","2.6","1.3","4.6","24.5","0.06","0.09","0.14","0.06","6.1","<0.001","0.8"
"Mirs Bay","MM19","2020-10-29","1","Middle Water","0.4","<0.005","1","91","6.3","<1","3","0.028","0.024","0.03","8.1","0.8","33.4","2.6","0.95","4.3","24.5","0.06","0.06","0.11","0.05","5.9","<0.001","0.9"
"Mirs Bay","MM19","2020-10-29","1","Bottom Water","0.4","0.009","1.2","94","6.5","<1","<1","0.026","0.023","0.034","8.1","0.9","33.5","2.6","0.93","9","24.5","0.06","0.59","0.64","0.05","9","<0.001","1.5"
"Mirs Bay","MM19","2020-11-26","1","Surface Water","0.7","0.026","3.9","88","6.2","<1","<1","0.086","0.01","0.008","8.1","1.2","32.1","2.6","0.58","3.4","23.6","0.12","0.29","0.39","0.06","3.7","0.001","0.8"
"Mirs Bay","MM19","2020-11-26","1","Middle Water","0.5","0.021","5.5","100","7.1","<1","<1","0.086","0.01","0.008","8","<0.2","32.2","2.6","0.44","2.6","23.2","0.12","0.39","0.49","0.06","3.8","<0.001","0.6"
"Mirs Bay","MM19","2020-11-26","1","Bottom Water","<0.1","0.022","3.4","101","7.2","<1","<1","0.094","0.011","0.01","8","1.1","32.2","2.6","0.48","1.7","23.1","0.13","0.79","0.9","0.06","4.1","<0.001","<0.5"
"Mirs Bay","MM2","2020-01-13","1","Surface Water","0.5","0.056","3.6","88","6.5","<1","2","0.019","0.004","0.014","8.3","<0.2","32.6","2.7","0.78","9.4","20.6","0.08","0.17","0.19","0.03","2.8","0.003","1.8"
"Mirs Bay","MM2","2020-01-13","1","Middle Water","0.6","0.061","0.4","87","6.5","<1","2","0.02","0.003","0.006","8.3","1.2","32.6","2.7","0.77","12","20.5","0.08","0.11","0.13","0.03","1.8","0.004","2"
"Mirs Bay","MM2","2020-01-13","1","Bottom Water","0.3","0.063","0.7","93","6.9","<1","1","0.018","<0.002","0.008","8.3","1.7","32.7","2.7","0.8","15","20.5","0.08","0.26","0.28","0.03","1.9","0.004","2.6"
"Mirs Bay","MM2","2020-03-19","1","Surface Water","2.6","0.066","27","88","6.5","48","60","0.014","0.003","0.008","8.2","4.2","32.3","2.6","0.96","12","20.4","0.08","0.57","0.59","0.03","1.5","0.003","3.3"
"Mirs Bay","MM2","2020-03-19","1","Middle Water","1.1","0.052","8.9","98","7.3","27","35","0.016","0.003","0.009","8.1","2.8","32.7","2.6","1","11","20.2","0.07","0.23","0.25","<0.02","1.5","0.002","2.3"
"Mirs Bay","MM2","2020-03-19","1","Bottom Water","0.6","0.053","7.3","88","6.6","11","14","0.016","0.004","0.009","8.1","2.6","32.7","2.6","1","8.4","20.1","0.07","0.27","0.29","<0.02","1.5","0.002","1.8"
"Mirs Bay","MM2","2020-05-21","1","Surface Water","0.7","0.04","3","95","6.3","<1","7","<0.002","<0.002","0.007","8","1.7","32.3","2.7","<0.05","1.6","27.6","0.04","0.25","0.25","<0.02","1.5","0.002","0.6"
"Mirs Bay","MM2","2020-05-21","1","Middle Water","0.6","0.041","1.8","97","6.4","1","3","<0.002","<0.002","0.009","8","1.3","32.7","2.7","0.12","1.6","27.4","0.05","0.45","0.45","<0.02","1.6","0.002","0.5"
"Mirs Bay","MM2","2020-05-21","1","Bottom Water","1","0.044","2.5","85","5.6","<1","<1","<0.002","0.002","0.011","7.9","2.1","33","2.7","0.17","2.2","27.2","0.05","0.14","0.14","<0.02","1.7","0.002","0.7"
"Mirs Bay","MM2","2020-06-15","1","Surface Water","2.4","0.01","12","92","6","<1","<1","<0.002","<0.002","0.004","8.1","5","29","3.4","0.37","3.6","29.5","0.01","0.49","0.49","0.03","1.2","<0.001","2.1"
"Mirs Bay","MM2","2020-06-15","1","Middle Water","1.7","0.029","8.6","97","6.3","<1","2","0.005","<0.002","0.003","8.1","4","29.4","3.4","0.49","3.1","29.3","0.04","0.39","0.4","<0.02","0.6","0.002","1.8"
"Mirs Bay","MM2","2020-06-15","1","Bottom Water","1.5","0.024","8.1","93","6.1","<1","<1","0.005","0.003","<0.002","8","3.3","30","3.4","0.56","2.9","28.8","0.03","0.7","0.71","<0.02","1.1","0.001","1.6"
"Mirs Bay","MM2","2020-07-16","1","Surface Water","1.1","0.022","2.5","104","6.6","1","1","0.002","0.002","0.007","8.1","<0.2","33.6","2.6","0.55","1.6","29","0.03","0.27","0.27","0.03","2.3","0.001","0.7"
"Mirs Bay","MM2","2020-07-16","1","Middle Water","1.1","0.079","6.2","90","6.1","<1","<1","<0.002","0.004","0.011","8","0.7","34.7","2.6","1","2.7","25","0.09","0.18","0.19","0.05","2","0.003","1.2"
"Mirs Bay","MM2","2020-07-16","1","Bottom Water","0.8","0.052","3.6","86","6","<1","2","<0.002","0.003","0.006","7.9","1.5","34.6","2.6","1.3","3.8","23.5","0.06","0.26","0.27","0.06","2.4","0.002","1"
"Mirs Bay","MM2","2020-09-14","1","Surface Water","1","<0.005","2.8","99","6.3","<1","2","0.003","<0.002","0.005","8","<0.2","31.4","3","0.17","1.8","30","0.01","0.36","0.37","0.06","1.7","<0.001","1"
"Mirs Bay","MM2","2020-09-14","1","Middle Water","1","<0.005","5.3","95","6.1","<1","1","<0.002","<0.002","0.007","8","<0.2","31.6","3","0.3","2.5","29.8","<0.01","0.92","0.92","0.06","1.5","<0.001","1.3"
"Mirs Bay","MM2","2020-09-14","1","Bottom Water","0.7","0.031","4.6","70","4.6","3","8","0.003","0.008","0.007","7.7","0.7","33","3","0.89","2.2","27.2","0.04","0.64","0.65","0.05","2.7","<0.001","1.2"
"Mirs Bay","MM2","2020-10-19","1","Surface Water","0.6","0.031","3","84","5.6","1","3","0.009","0.009","0.01","8.1","2.2","31.4","3","0.99","12","27.2","0.05","0.36","0.38","0.06","3.7","0.002","3.3"
"Mirs Bay","MM2","2020-10-19","1","Middle Water","0.5","0.035","2.4","88","5.8","<1","<1","0.007","0.011","0.007","8.1","1.9","31.6","3","1","2.9","27.4","0.05","1.1","1.12","0.05","3.8","0.002","2.1"
"Mirs Bay","MM2","2020-10-19","1","Bottom Water","0.5","0.039","2.4","87","5.8","1","1","0.02","<0.002","0.006","8.1","1.8","31.6","3","1.1","3.1","27.1","0.06","1.1","1.12","0.05","3.6","0.002","0.8"
"Mirs Bay","MM2","2020-11-19","1","Surface Water","1","0.031","2.8","89","6.1","<1","<1","0.003","0.003","0.02","8","2.4","32.8","2.8","0.38","2","25.3","0.04","0.21","0.22","0.08","4.2","0.001","0.8"
"Mirs Bay","MM2","2020-11-19","1","Middle Water","0.8","0.034","2.5","98","6.8","<1","<1","<0.002","0.003","0.009","8","1.2","33","2.8","0.27","1.6","24.4","0.04","0.35","0.36","0.06","3.2","0.001","0.6"
"Mirs Bay","MM2","2020-11-19","1","Bottom Water","0.7","0.035","1.9","92","6.4","<1","1","<0.002","0.003","0.008","7.9","1.7","33.1","2.8","0.28","7.9","24.2","0.04","0.56","0.57","0.07","4.2","0.001","2"
"Mirs Bay","MM3","2020-01-13","1","Surface Water","0.6","0.04","6.7","88","6.6","<1","<1","<0.002","0.003","0.014","8.3","<0.2","32.7","3.5","0.26","8.4","20.2","0.05","0.17","0.18","0.03","1.5","0.002","2.1"
"Mirs Bay","MM3","2020-01-13","1","Middle Water","0.6","0.042","3.4","98","7.3","<1","<1","<0.002","0.002","0.006","8.3","1","32.7","3.5","0.23","5.6","20.2","0.05","0.27","0.27","0.03","0.9","0.002","1.1"
"Mirs Bay","MM3","2020-01-13","1","Bottom Water","0.6","0.034","3","100","7.5","<1","<1","0.003","<0.002","0.005","8.3","1.7","32.8","3.5","0.21","6.6","20.1","0.04","0.14","0.15","0.02","1","0.002","0.7"
"Mirs Bay","MM3","2020-03-19","1","Surface Water","0.7","0.041","6.1","86","6.4","4","16","<0.002","0.003","0.009","8.2","2.3","32.7","2","1","15","20","0.05","0.43","0.44","<0.02","5.9","0.002","3.1"
"Mirs Bay","MM3","2020-03-19","1","Middle Water","0.6","0.039","6.4","97","7.3","9","12","<0.002","0.002","0.008","8.2","1.7","32.8","2","0.98","16","19.9","0.04","0.77","0.77","0.04","4.7","0.002","2.4"
"Mirs Bay","MM3","2020-03-19","1","Bottom Water","0.9","0.028","4.5","99","7.4","3","3","<0.002","<0.002","0.01","8.2","1.8","32.8","2","0.96","13","19.9","0.03","0.29","0.29","<0.02","5.7","0.001","2"
"Mirs Bay","MM3","2020-05-21","1","Surface Water","0.6","0.04","0.6","88","5.8","<1","<1","<0.002","<0.002","0.008","7.9","0.9","32.5","3.3","0.06","1.1","27.4","0.04","0.41","0.41","0.02","0.8","0.002","<0.5"
"Mirs Bay","MM3","2020-05-21","1","Middle Water","0.5","0.036","1.4","97","6.4","<1","1","0.002","0.003","0.013","8","0.5","32.9","3.3","0.07","1.8","27.3","0.04","0.39","0.4","<0.02","1.1","0.002","0.6"
"Mirs Bay","MM3","2020-05-21","1","Bottom Water","0.5","0.053","0.8","63","4.3","<1","<1","<0.002","0.002","0.013","7.8","1","33.6","3.3","0.49","3.1","24.9","0.06","0.33","0.33","0.02","10","0.001","0.8"
"Mirs Bay","MM3","2020-06-15","1","Surface Water","0.8","0.025","1.3","94","6.2","<1","<1","0.057","0.009","<0.002","8.2","0.8","29.2","5.7","0.56","1.8","28.7","0.09","0.82","0.89","<0.02","0.8","0.002","1"
"Mirs Bay","MM3","2020-06-15","1","Middle Water","0.7","0.028","1.5","98","6.5","1","1","0.06","0.01","<0.002","8.2","1.2","29.5","5.7","0.54","1.6","28.4","0.1","0.2","0.27","<0.02","0.9","0.002","1"
"Mirs Bay","MM3","2020-06-15","1","Bottom Water","1","0.038","2.8","55","3.7","<1","1","0.09","0.031","0.013","7.9","2.3","33","5.7","1.7","5.2","25.4","0.16","0.29","0.41","0.03","2.2","0.001","1.3"
"Mirs Bay","MM3","2020-07-16","1","Surface Water","1.2","0.026","1.7","87","5.6","<1","<1","0.004","<0.002","0.007","8","<0.2","33.7","3.8","0.55","1.4","29","0.03","0.22","0.23","0.06","2","0.001","0.7"
"Mirs Bay","MM3","2020-07-16","1","Middle Water","1","0.053","2.8","79","5.4","<1","<1","0.002","0.002","0.009","8","0.5","34.9","3.8","0.72","2","24.8","0.06","0.28","0.28","0.07","1.4","0.002","1.1"
"Mirs Bay","MM3","2020-07-16","1","Bottom Water","0.9","0.036","2.1","53","3.8","<1","<1","<0.002","0.002","0.008","7.9","1.8","34.4","3.8","0.71","2.2","22.2","0.04","0.18","0.18","0.05","3","0.001","0.7"
"Mirs Bay","MM3","2020-09-14","1","Surface Water","1.1","<0.005","2.6","93","6","<1","1","0.003","<0.002","0.004","8.1","<0.2","31.4","3.5","0.13","2.1","29.7","0.01","0.46","0.47","0.06","1.4","<0.001","1.1"
"Mirs Bay","MM3","2020-09-14","1","Middle Water","0.5","<0.005","5.7","94","6.2","<1","9","0.002","<0.002","0.01","7.7","0.9","32.5","3.5","0.33","2.2","27.8","<0.01","0.43","0.43","0.04","2.7","<0.001","1.3"
"Mirs Bay","MM3","2020-09-14","1","Bottom Water","0.8","0.06","3","15","2","<1","6","0.037","0.02","0.029","7.5","0.6","33.8","3.5","1.6","3","25.4","0.12","0.7","0.76","0.09","3.1","<0.001","1.2"
"Mirs Bay","MM3","2020-10-19","1","Surface Water","0.4","0.028","1.4","80","5.4","3","3","0.004","0.013","0.007","8.1","1.5","31.8","2.6","0.83","2.9","27.1","0.05","0.95","0.97","0.05","3.6","0.002","0.9"
"Mirs Bay","MM3","2020-10-19","1","Middle Water","0.4","0.026","1.1","91","6","<1","<1","0.003","0.012","0.01","8.1","1.6","32","2.6","0.86","1.6","27.1","0.04","0.88","0.9","0.06","3.7","0.002","0.8"
"Mirs Bay","MM3","2020-10-19","1","Bottom Water","0.4","0.024","1.3","91","6","<1","<1","0.009","0.003","0.006","8.1","0.5","32.2","2.6","0.9","2.5","27","0.04","0.43","0.44","0.08","3.2","0.002","0.8"
"Mirs Bay","MM3","2020-11-19","1","Surface Water","0.6","0.021","1.1","80","5.5","1","4","0.002","0.002","0.007","8","1.4","33","3.7","0.16","1.6","24.6","0.03","1","1","0.1","4.3","<0.001","0.6"
"Mirs Bay","MM3","2020-11-19","1","Middle Water","0.6","0.021","1.4","101","7","<1","<1","<0.002","0.003","0.021","8","0.6","33","3.7","0.14","2","24.2","0.03","0.47","0.48","0.08","5.1","<0.001","0.6"
"Mirs Bay","MM3","2020-11-19","1","Bottom Water","0.7","0.023","1.4","102","7.1","<1","<1","0.003","0.004","0.007","8","0.4","33","3.7","0.15","4.9","24.2","0.03","0.53","0.54","0.06","7.1","<0.001","1.2"
"Mirs Bay","MM3","2020-11-25","1","Surface Water","0.5","0.042","1.3","69","4.8","<1","1","0.016","0.004","0.008","7.9","1.1","32.7","2.5","0.55","0.5","24.5","0.06","0.28","0.3","0.05","4","0.002","<0.5"
"Mirs Bay","MM3","2020-11-25","1","Middle Water","0.4","0.038","1.5","100","6.9","<1","<1","0.02","0.003","0.009","7.9","1.2","32.7","2.5","0.56","0.7","24.3","0.06","0.36","0.38","0.06","3.5","0.001","<0.5"
"Mirs Bay","MM3","2020-11-25","1","Bottom Water","0.4","0.035","1.3","99","6.9","<1","1","0.016","0.005","0.01","7.9","1.2","32.7","2.5","0.56","0.7","24.2","0.06","0.36","0.38","0.05","3.7","0.001","<0.5"
"Mirs Bay","MM3","2020-12-10","1","Surface Water","0.7","0.028","1","98","7.2","<1","<1","0.069","0.025","0.008","7.9","0.4","32.3","3.3","0.63","1.7","20.9","0.12","0.53","0.62","0.04","5.9","<0.001","0.6"
"Mirs Bay","MM3","2020-12-10","1","Middle Water","0.5","0.033","2.5","94","6.9","<1","<1","0.062","0.02","0.009","7.9","<0.2","32.5","3.3","0.62","2","20.9","0.12","0.53","0.61","0.04","3.5","<0.001","0.6"
"Mirs Bay","MM3","2020-12-10","1","Bottom Water","0.5","0.022","1.1","98","7.2","<1","1","0.019","0.02","0.004","7.9","0.7","32.6","3.3","0.65","1.6","21.1","0.06","0.36","0.4","0.03","4.6","<0.001","0.6"
"Mirs Bay","MM4","2020-01-13","1","Surface Water","0.7","0.023","5.4","85","6.4","<1","<1","<0.002","0.002","0.007","8.3","<0.2","32.6","3.8","0.08","8.4","19.9","0.03","0.26","0.26","0.03","1.6","0.001","2.1"
"Mirs Bay","MM4","2020-01-13","1","Middle Water","0.7","0.035","2","105","7.9","<1","<1","<0.002","0.005","0.005","8.3","1.7","32.7","3.8","0.09","6.7","19.8","0.04","0.32","0.33","0.03","0.5","0.002","1.4"
"Mirs Bay","MM4","2020-01-13","1","Bottom Water","0.8","0.026","2.3","107","8","<1","1","<0.002","0.003","0.005","8.3","1.5","32.7","3.8","0.09","10","19.8","0.03","0.28","0.29","0.02","0.9","0.002","1.7"
"Mirs Bay","MM4","2020-03-19","1","Surface Water","1.3","0.026","9.2","89","6.7","<1","<1","<0.002","0.002","0.008","8.3","1.6","32.6","3.2","0.76","8","20","0.03","0.27","0.27","0.02","1.2","0.001","1.9"
"Mirs Bay","MM4","2020-03-19","1","Middle Water","0.7","0.024","5.2","99","7.5","<1","<1","0.002","<0.002","0.007","8.2","1.4","32.8","3.2","0.81","9.7","19.7","0.03","0.41","0.41","0.02","0.7","0.001","1.6"
"Mirs Bay","MM4","2020-03-19","1","Bottom Water","1","0.024","3.7","88","6.6","<1","<1","<0.002","0.003","0.01","8.2","1.7","32.9","3.2","0.87","9.4","19.6","0.03","0.35","0.36","0.03","3.4","<0.001","1.8"
"Mirs Bay","MM4","2020-05-21","1","Surface Water","0.5","0.036","0.7","90","6","<1","1","<0.002","0.003","0.008","8","<0.2","32.6","4.1","0.08","1.2","26.6","0.04","0.19","0.2","<0.02","0.8","0.002","0.5"
"Mirs Bay","MM4","2020-05-21","1","Middle Water","0.5","0.035","0.4","96","6.4","<1","<1","0.002","<0.002","0.009","8","1.1","32.9","4.1","0.07","1.2","26.9","0.04","0.25","0.25","<0.02","1.3","0.002","<0.5"
"Mirs Bay","MM4","2020-05-21","1","Bottom Water","0.6","0.031","0.4","57","4","<1","<1","0.003","<0.002","0.008","7.7","1","34","4.1","0.09","1","23.6","0.04","0.26","0.27","<0.02","3.2","<0.001","0.7"
"Mirs Bay","MM4","2020-06-15","1","Surface Water","1.2","0.025","2.2","104","6.9","<1","1","0.078","0.012","<0.002","7.9","0.9","29.2","5.7","0.36","1.8","28.6","0.12","0.4","0.49","<0.02","6.6","0.001","1.2"
"Mirs Bay","MM4","2020-06-15","1","Middle Water","1.2","0.021","3.1","99","6.5","<1","1","0.067","0.011","<0.002","8.2","0.7","29.6","5.7","0.46","1.6","28.5","0.1","0.48","0.56","<0.02","0.9","0.002","1.1"
"Mirs Bay","MM4","2020-06-15","1","Bottom Water","0.7","0.016","2.5","30","2.1","<1","<1","0.1","0.024","0.013","7.8","2.7","34","5.7","1.5","6.3","23.8","0.14","0.26","0.38","0.03","8","<0.001","1.5"
